Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Ryan Szczepaniak,,,,6.17,,,,,,,,,,,,,,
Ryan Hawks,,,,4.96,,,,,,,,,,,,,,
Zach Segal,,,,7.19,,,,,,,,,,,,,,
Reese Sharp,,,,6.42,,,,,,,,,,,,,,
Marques Jackson,,,,3.25,,,,,,,,,,,,,,
Matt Fields,,,,1.99,,,,,,,,,,,,,,
Zach Voelker,,,,6.05,,,,,,,,,,,,,,
Devereaux Harrison,,,,6.15,,,,,,,,,,,,,,
Luis Ramirez,,,,2.14,,,,,,,,,,,,,,
Jonathan Carlos,,,,2.76,,,,,,,,,,,,,,
John Gaddis,,,,4.2,,,,,,,,,,,,,,
Jack Dougherty,,,,4.91,,,,,,,,,,,,,,
Brandon Johnson,,,,4.32,,,,,,,,,,,,,,
Jack Washburn,,,,3.35,,,,,,,,,,,,,,
Jack Gowen,,,,2.39,,,,,,,,,,,,,,
Chandler Marsh,,,,3.74,,,,,,,,,,,,,,
Jaden Woods,,,,4.64,,,,,,,,,,,,,,
Nolan Crisp,,,,5.12,,,,,,,,,,,,,,
Luke Wagner,,,,6.15,,,,,,,,,,,,,,
Ty Floyd,,,,3.77,,,,,,,,,,,,,,
Eric Reyzelmen,,,,4.04,,,,,,,,,,,,,,
Riley Cooper,,,,4.21,,,,,,,,,,,,,,
Paul Gervase,,,,1.85,,,,,,,,,,,,,,
Samuel Dutton,,,,5.12,,,,,,,,,,,,,,
Will McEntire,,,,2.59,,,,,,,,,,,,,,
Jaxon Wiggins,,,,6.55,,,,,,,,,,,,,,
Evan Taylor,,,,3.65,,,,,,,,,,,,,,
Kole Ramage,,,,4.8,,,,,,,,,,,,,,
Zack Morris,,,,2.31,,,,,,,,,,,,,,
Nate Haberthier,,,,6.75,,,,,,,,,,,,,,
Ethan Hammerberg,,,,4.54,,,,,,,,,,,,,,
Dawson McCarville,,,,6.47,,,,,,,,,,,,,,
Mason Ornelas,,,,5.31,,,,,,,,,,,,,,
Ben Gorski,,,,4.14,,,,,,,,,,,,,,
Sam Bello,,,,3.3,,,,,,,,,,,,,,
Aaron Nixon,,,,5.04,,,,,,,,,,,,,,
Zane Morehouse,,,,6,,,,,,,,,,,,,,
Travis Sthele,,,,6.03,,,,,,,,,,,,,,
Brennen Oxford,,,,6.6,,,,,,,,,,,,,,
Wyatt Crowell,,,,2.16,,,,,,,,,,,,,,
Ross Dunn,,,,4.88,,,,,,,,,,,,,,
Jonah Scolaro,,,,3.25,,,,,,,,,,,,,,
Davis Hare,,,,3.72,,,,,,,,,,,,,,
Geoffrey Gilbert,,,,5.2,,,,,,,,,,,,,,
Nick Hoffman,,,,6.4,,,,,,,,,,,,,,
Jay Dill,,,,5.45,,,,,,,,,,,,,,
Billy Barlow,,,,4.84,,,,,,,,,,,,,,
Ryan Kraft,,,,9.78,,,,,,,,,,,,,,
Christian Culpepper,,,,3.26,,,,,,,,,,,,,,
Spencer Bengard,,,,4.05,,,,,,,,,,,,,,
Jared Villalobos,,,,4.3,,,,,,,,,,,,,,
Chris Villaman,,,,3.4,,,,,,,,,,,,,,
