Pitcher,Year,PitcherThrows,Strike_Percent,K_BB,median_Distance,median_ExitSpeed,median_Extension,median_RelSpeed_Fastball,median_RelSpeed_Slider,median_RelSpeed_Curveball,median_RelSpeed_ChangeUp,median_SpinRate_Fastball,median_SpinRate_Slider,median_SpinRate_Curveball,median_SpinRate_ChangeUp,median_SpinAxis_Fastball,median_SpinAxis_Slider,median_SpinAxis_Curveball,median_SpinAxis_ChangeUp,median_PlateLocHeight_Fastball,median_PlateLocHeight_Slider,median_PlateLocHeight_Curveball,median_PlateLocHeight_ChangeUp,median_PlateLocSide_Fastball,median_PlateLocSide_Slider,median_PlateLocSide_Curveball,median_PlateLocSide_ChangeUp,median_VertApprAngle_Fastball,median_VertApprAngle_Slider,median_VertApprAngle_Curveball,median_VertApprAngle_ChangeUp,median_HorzApprAngle_Fastball,median_HorzApprAngle_Slider,median_HorzApprAngle_Curveball,median_HorzApprAngle_ChangeUp,median_Angle_Fastball,median_Angle_Slider,median_Angle_Curveball,median_Angle_ChangeUp,median_InducedVertBreak_Fastball,median_InducedVertBreak_Slider,median_InducedVertBreak_Curveball,median_InducedVertBreak_ChangeUp,median_HorzBreak_Fastball,median_HorzBreak_Slider,median_HorzBreak_Curveball,median_HorzBreak_ChangeUp,ERA
"Kmatz, Jacob",2022,RIGHT,0.47280334728033474,3.25,48.48304,79.84516,5.55099,89.778255,81.10748,77.71902,NA,2173.927337,2439.3601275,2620.589069,NA,210.5112215,116.9328595,36.081993,NA,2.27259,1.530525,1.65675,NA,-0.17925,-0.34734,-0.34879,NA,-5.8338765,-8.4567285,-10.283181,NA,-1.1040640000000002,-2.4712345,-2.672023,NA,8.830783,29.571231500000003,2.7867065,NA,17.79822,3.9250800000000003,-10.69662,NA,9.71026,-6.41955,-8.47327,NA,4.19
"Knorr, Michael",2019,RIGHT,0.5189873417721519,3.6666666666666665,223.3002553,87.71112396,6.810152522,88.83166596,73.76830589,NA,78.43299234,2199.377552,2070.2244840000003,NA,1861.2548505,205.5460214,138.26973859999998,NA,205.21350055,2.634125003,1.9568179325,NA,2.2766694860000003,0.13598962,-0.1595008385,NA,-0.1427639775,-5.131292106,-8.713008964499998,NA,-6.533269331,-0.186847002,-2.4252739125,NA,-0.3695434515,19.167366275,10.87544604,NA,0.055930791,21.86585368,7.827552878500001,NA,21.073780675000002,10.36694652,-7.9357822145,NA,10.84747606,5.9
"Knorr, Michael",2022,RIGHT,0.49096385542168675,7.833333333333333,137.44235,80.1005,5.85983,94.801625,81.53738,74.02067,83.9023,2337.9752315,2203.113477,2467.480662,1890.380968,219.13074,92.6229235,41.54948,225.225094,2.48381,1.96421,2.01159,2.02169,0.19613999999999998,-0.38719,-0.24346,0.57167,-5.0700164999999995,-7.882026,-10.29649,-6.825894,-1.1685560000000002,-3.391971,-3.988685,-0.719302,22.778198,29.059616000000002,8.667479,11.659728000000001,17.323635,1.7412,-13.87824,13.53324,13.669139999999999,-4.99193,-13.79788,12.61473,3.39
"Knox, Cameron",2022,RIGHT,0.5699152542372882,1.1764705882352942,140.213255,80.22157,5.74222,87.199645,77.475085000000007,NA,80.79574500000001,2121.882616,1878.2618889999999,NA,1503.8918119999998,223.255628,82.771489,NA,228.056059,2.26438,2.04343,NA,1.836055,-0.40952500000000003,-0.837345,NA,-0.18187999999999999,-4.9068819999999995,-7.3654475,NA,-5.987316,-0.485224,-2.817812,NA,-0.7647200000000001,17.3442565,29.825509500000003,NA,20.434267,17.11253,0.7675000000000001,NA,12.740895,15.1728,-6.9253800000000005,NA,12.42575,8.62
"Koali'i Pontes, Blaze",2022,RIGHT,0.5405405405405406,0.8571428571428571,128.40307,83.334525,5.57499,90.5168,84.4363,NA,NA,1985.37081,2214.907816,NA,NA,217.350286,104.9509385,NA,NA,2.68746,1.8317,NA,NA,0.47981,-0.396795,NA,NA,-5.659225,-8.018103,NA,NA,0.158338,-1.9751695,NA,NA,29.312523499999998,14.8216345,NA,NA,15.9556,2.048465,NA,NA,11.00386,-2.51762,NA,NA,2.94
"Koehn, Austin",2019,RIGHT,0.43037974683544306,1.5,18.869333925,68.23412665,5.72286805,85.848954045,74.37399922,NA,NA,1847.5767865,2245.1008235,NA,NA,224.9581938,67.09275299999999,NA,NA,2.5182628865,2.028230775,NA,NA,0.436845957,-0.90387531,NA,NA,-5.554670196,-8.782707721000001,NA,NA,-0.5114602635000001,-4.2597151525,NA,NA,-4.4377685045,-7.034704426,NA,NA,13.631521985,-4.574792671,NA,NA,13.639965875,-10.637662362,NA,NA,3.49
"Koester, Logan",2022,RIGHT,0.5888888888888889,1,231.78848,79.91151,6.26346,85.87128,NA,NA,79.71291,2168.696262,NA,NA,1818.012568,215.502452,NA,NA,252.332467,2.14243,NA,NA,1.76298,0.1409,NA,NA,0.59231,-6.403063,NA,NA,-7.901021,-0.475347,NA,NA,0.351411,24.190319000000002,NA,NA,-10.9225235,15.26887,NA,NA,5.81323,10.22788,NA,NA,14.12528,4.73
"Kollar, Jared",2022,RIGHT,0.5162241887905604,2.5714285714285716,175.30932,83.666665,4.59385,88.454245,82.98917,76.31476,82.61446,1960.292573,2121.013222,2456.798674,1525.25587,191.613949,123.189906,20.25987,200.900131,2.356335,1.93937,2.09072,2.51085,-0.25292,-0.59327,-0.32249,0.36666,-6.401724,-8.884394,-10.629928,-7.521058,0.1089125,-0.936996,-0.352343,0.415989,29.762442,18.38454,19.413292,19.1584785,21.127275,3.58481,-11.32087,16.00084,4.11392,-2.37843,-1.63469,6.14418,4.07
"Kosowsky, Joey",2022,RIGHT,0.42857142857142855,2.5,227.714745,79.61726,6.36047,86.16234,73.63367500000001,NA,NA,1999.376579,2412.0569265,NA,NA,201.76586,58.9288605,NA,NA,2.22626,1.9423949999999999,NA,NA,0.01831,-0.48841,NA,NA,-4.841033,-8.715189,NA,NA,0.51403,-2.3405585,NA,NA,42.463135,39.363487,NA,NA,24.13804,-6.873155,NA,NA,9.19016,-13.670124999999999,NA,NA,5.67
"Kraft, Ryan",2022,LEFT,0.5372262773722628,2.2857142857142856,68.15779,79.58103,5.93501,88.52545,75.78906,74.84143,84.23580000000001,1902.630586,2612.208369,2522.174064,1590.591891,124.694088,309.765861,310.333891,107.36463549999999,2.62956,1.7383799999999998,2.0871399999999998,1.7868300000000001,-0.32656,-0.106245,0.19349,-0.7532399999999999,-5.56078,-9.9593335,-9.4481495,-7.030297,-0.244425,2.2418125,2.8050115,-0.8024119999999999,16.448794,-37.345931,5.6849255,-3.9750495,10.031130000000001,-10.36186,-10.20634,6.92914,-13.75227,15.552154999999999,14.14477,-16.819065,9.78
"Kreyer, Brett",2019,LEFT,0.6027397260273972,2.5,91.67725315,73.14835222,6.301237133,82.769900225,73.03740365499999,NA,NA,2354.6663154999997,2288.7214885000003,NA,NA,186.16587855,259.5891204,NA,NA,2.554996431,2.0442831635,NA,NA,0.278454161,0.695142285,NA,NA,-6.205291937,-8.648019110500002,NA,NA,1.5855719495,4.0331303255,NA,NA,22.56714306,3.4147465004999997,NA,NA,20.518709285,2.462139436,NA,NA,1.8548825555000001,12.83331912,NA,NA,4.59
"Kuchmaner, Jake",2019,LEFT,0.5073170731707317,4,167.0025696,85.84524543,6.586466442,84.30412161999999,NA,72.6995458,76.15382979,2022.0258629999998,NA,2036.25834,1305.726294,154.5756366,NA,322.7846275,119.9193451,2.408000416,NA,2.14766151,2.092977406,0.07046511750000001,NA,0.045587397,-0.693401605,-5.3936693635,NA,-10.15795858,-7.672839311,1.3894723625,NA,3.037541214,0.637077673,27.646809865,NA,-11.06126215,21.11229176,19.77796004,NA,-10.97656422,7.511660738,-9.874356823,NA,8.2282846,-12.89953138,2.99
"Kuehler, Cade",2022,RIGHT,0.5224586288416075,2.48,105.75796,80.61252999999999,5.89921,94.43312,85.90916999999999,81.12447,82.90779,2375.770112,2400.8422845,2533.104291,1403.662976,199.139876,145.4749365,53.701039,230.928386,2.26707,1.9272049999999998,1.83355,2.52298,-0.16892,-0.471345,-0.17634,0.65208,-5.148174,-7.196071,-8.755377,-7.338979,-0.424298,-1.998197,-1.698007,-0.153558,29.498366,6.205886,-7.980876500000001,53.612789,21.79812,6.879175,-4.48555,3.34918,7.37819,-3.9874650000000003,-7.05634,4.9389,4.07
"Kuehner, Tate",2022,LEFT,0.5378619153674833,2.55,157.45799,81.505955,5.68231,89.15227999999999,77.24573,76.00744,81.15936,2204.23598,2608.037616,2597.9712,1788.928052,123.26676649999999,304.168176,304.212094,108.371753,2.3749000000000002,1.25775,1.54283,1.6644,-0.229235,-0.01648,-0.35878,-0.79802,-4.932978,-8.837703,-8.816875,-6.701867,1.176059,3.998773,3.700078,0.463219,22.655939,24.277411,16.512064,-0.08435700000000002,12.394300000000001,-5.71201,-7.975,7.21772,-16.644535,11.53335,13.97213,-17.33588,3.57
"Labaut, Randy",2019,LEFT,0.4732142857142857,5,228.6183421,91.75597671,6.110057994,86.84860782999999,NA,74.14243196,79.99610598,2162.3984985,NA,1820.381498,1756.991619,149.06018145000002,NA,333.1793856,130.8329723,2.7315131205,NA,2.552903442,1.930102671,0.151173754,NA,-0.434995465,-0.321225789,-5.730466204,NA,-9.270767717,-7.848759289,1.4743512029999999,NA,2.569767293,0.933749092,34.34746753,NA,-2.0325548750000006,12.36086198,15.76850996,NA,-9.182492308,9.675231485,-10.45811791,NA,4.443541924,-11.13773686,5.19
"LaBonte, Trevor",2019,RIGHT,0.5060240963855421,1,64.14902095,90.72870428,6.522039615,87.4402504,NA,78.12339647,NA,2235.821984,NA,2075.462893,NA,213.072558,NA,24.59343531,NA,2.832559915,NA,2.157681809,NA,-0.385971316,NA,0.001898518,NA,-5.427362257,NA,-9.127333378,NA,-0.207133631,NA,-0.684934661,NA,21.37022738,NA,-6.246772355,NA,15.77148307,NA,-5.043255998,NA,10.58390145,NA,-1.702523026,NA,5.99
"LaBonte, Trevor",2022,RIGHT,0.5238095238095238,0,11.00466,86.46281,5.67701,NA,79.05567,NA,NA,NA,2156.31527,NA,NA,NA,167.340466,NA,NA,NA,2.37256,NA,NA,NA,-0.76641,NA,NA,NA,-7.545455,NA,NA,NA,-1.698296,NA,NA,NA,-26.4507425,NA,NA,NA,12.09221,NA,NA,NA,-2.6891,NA,NA,5.16
"Lacy, Asa",2019,LEFT,0.5325365205843293,3.6666666666666665,153.6152111,76.66253370999999,5.953447999,94.083443755,81.60827631000001,NA,84.04593982,2188.268321,2474.261747,NA,1783.584781,151.6051582,282.70272220000004,NA,133.47526415,2.8368653905,1.96762704,NA,2.211020676,-0.1268072435,-0.004705881,NA,-0.582849888,-5.4333606195,-8.637492447,NA,-6.855756754,0.699079862,3.1636817524999996,NA,0.5082536135,21.36495264,-0.104820343,NA,-7.206637824,16.88387878,-2.5219590875,NA,12.011290630000001,-9.2522402235,10.18689398,NA,-12.5298591,2.13
"Lambert, Carson",2022,RIGHT,0.5574803149606299,7.333333333333333,176.48679,78.53583,5.85833,90.99073,81.3267,NA,86.43161,2251.990411,2122.114915,NA,1515.503878,199.234163,110.482745,NA,232.528086,2.59233,2.23122,NA,1.82581,-0.1986,-0.748305,NA,-0.183,-5.206512,-8.056577,NA,-6.773423,-0.602473,-2.1513735,NA,-0.555342,35.800037,14.318747,NA,10.32285,22.13793,1.976615,NA,11.94422,7.50981,-3.205005,NA,13.20879,3.46
"Lancaster, Will",2022,LEFT,0.5414012738853503,1.0769230769230769,146.29944,81.56189,3.84032,84.34449,76.747545,74.10406,77.91982,2266.741846,2145.6388165,2118.666865,1959.8672925,147.648504,246.9806345,312.747509,120.843153,2.66303,2.31835,1.96381,1.85422,-0.40633,0.20541500000000001,0.03151,-0.87481,-6.323395,-8.3453725,-9.618439,-8.029362,2.570532,3.5772079999999997,4.088766,1.423667,21.574127,19.718606,4.29538,15.774847,17.03564,3.147855,-1.23693,12.29583,-9.93044,2.007955,3.18756,-18.33273,5.68
"Langenberg, Ty",2022,RIGHT,0.5151515151515151,4.428571428571429,151.48922,80.39111,5.406645,91.71885499999999,81.432355,NA,86.86511,2345.559668,2499.3284304999997,NA,1835.134858,202.1649515,102.85246699999999,NA,267.13481,2.677225,2.0704149999999997,NA,1.78444,-0.08247499999999999,-0.58039,NA,0.17359,-4.836632,-7.2320335,NA,-7.156715,-1.162913,-2.766094,NA,-0.409108,29.32485,20.862022,NA,0.102639,16.840935,3.5485249999999997,NA,2.060495,6.454195,-7.033665,NA,16.564320000000002,3.71
"Lardner, Mac",2019,LEFT,0.46551724137931033,0,73.11852243,91.38819793,5.8600067675,83.51013642,NA,NA,76.023221455,2108.948306,NA,NA,1524.581157,142.8275452,NA,NA,118.80607495000001,2.435252855,NA,NA,1.465774905,-0.954501176,NA,NA,-0.754113676,-6.691299731,NA,NA,-8.987591125,1.260876351,NA,NA,1.3642335275000002,3.04503389,NA,NA,2.781019878,16.20872065,NA,NA,7.925966472,-12.10033396,NA,NA,-14.17255645,5.06
"Larsen, Cole",2022,RIGHT,0.568868980963046,0.8695652173913043,170.03837,85.20622,6.10694,88.948315,81.86279,73.70936,76.77116,2188.386408,2264.480754,2261.508764,1956.632076,229.018706,180.571233,67.238247,250.024213,2.61052,1.92719,2.02377,2.2149,-0.154145,-0.58796,-0.16467,0.44744,-5.795224,-7.47607,-9.043573,-7.14121,-1.515637,-3.440157,-3.241955,-0.955475,24.438368500000003,26.1071605,16.4858565,12.714402,12.62896,7.36741,-0.06417,7.17733,13.55377,0.05866,-3.38154,15.89194,8.47
"Lasko, Justin",2019,RIGHT,0.584070796460177,1,153.002863,72.70798473,5.897412093,87.35493947,NA,NA,79.85352496,1933.8880275,NA,NA,1390.918193,225.18886905,NA,NA,243.8239545,2.61167439,NA,NA,1.868087197,0.656149989,NA,NA,0.831975484,-5.759073884999999,NA,NA,-7.654783739,0.345113867,NA,NA,0.506829864,29.72629981,NA,NA,-10.70884744,14.64682112,NA,NA,6.649156686,13.704462625000001,NA,NA,15.9960288,3.67
"Laubscher, Graham",2022,LEFT,0.49557522123893805,12,219.70182999999997,81.41364,5.16342,86.401545,77.14063,NA,NA,2114.5727699999998,2494.658803,NA,NA,159.5279055,312.824259,NA,NA,3.129455,2.16199,NA,NA,0.21902,-0.31962,NA,NA,-4.5955735,-8.969307,NA,NA,1.2922194999999999,2.441724,NA,NA,46.894450000000006,21.0855915,NA,NA,18.24229,-11.01953,NA,NA,-6.512875,12.65426,NA,NA,5.47
"Lavelle, Quinn",2019,LEFT,0.5362068965517242,3.25,140.4929078,84.85349299,5.638309656,83.97567077,77.497617755,76.41744701,78.07957929,2057.7251015,2034.529437,2030.766969,1653.601461,138.3089692,290.80731149999997,273.7746208,102.4593881,2.2641066635,1.6967001874999998,1.839300668,1.677814434,-0.264092706,0.0445585,0.063332059,-0.336594375,-5.9721143715,-8.4410987575,-8.524708464,-7.771354125,1.018073617,2.3982868805,2.245581519,0.859254039,16.28290169,11.3230593235,11.08668347,5.426636971000001,13.97052059,-2.045954903,-0.268336331,2.646060686,-12.26988268,2.6562774565,2.630992404,-16.06306547,5.04
"Lavelle, Quinn",2022,LEFT,0.5243589743589744,1.5294117647058822,79.137535,83.64935,5.126195,81.631325,74.636875,NA,74.395715,2025.9569775,1971.1857505,NA,1807.960503,122.631698,281.096137,NA,88.752609,2.14745,1.58423,NA,1.517175,-0.21084,0.06965,NA,-0.611575,-6.007018,-8.4458065,NA,-8.2715545,0.8636094999999999,2.524763,NA,0.345157,15.738823,6.587949,NA,-1.0502365,11.87853,0.378725,NA,0.93083,-16.39105,1.91095,NA,-18.64076,6.02
"Lazzaro, Matt",2019,LEFT,0.5462962962962963,1.3333333333333333,173.0008875,74.47993347,5.7884140185,83.42788568,NA,NA,76.22471076,2003.563994,NA,NA,1724.7307965,153.4898799,NA,NA,125.05766905,2.586954372,NA,NA,2.1212054074999998,0.196909927,NA,NA,-0.28989418050000004,-5.668782642,NA,NA,-7.326463036,1.155474901,NA,NA,0.340185873,31.73490213,NA,NA,14.114322275,16.72392643,NA,NA,9.838871729000001,-8.845120924,NA,NA,-14.88055645,7.36
"Leftwich, Jack",2019,RIGHT,0.5054347826086957,3.6666666666666665,180.7716148,86.86377847,6.717775417,90.56965216500001,81.67723398,NA,83.00531480500001,2035.085793,1894.96119,NA,1380.258454,184.76137195,114.8158945,NA,218.95040355,2.205464667,1.774420996,NA,1.6674311655,0.26540263750000004,-0.825405432,NA,0.7365717175,-5.649053331499999,-7.685263204,NA,-7.495154794499999,-1.2478881419999999,-3.147816348,NA,-0.3426612085,18.54501557,8.399627178,NA,4.273534134,14.872511655,3.866249943,NA,7.653156804,1.1510154275,-5.526392553,NA,6.56212312,5.31
"Lehrmann, Tyler",2022,LEFT,0.573469387755102,1.4705882352941178,136.982055,80.332245,5.072229999999999,86.50577,77.03189,76.27435,79.634355,2152.864496,2273.3008545000002,2429.687945,1680.6538015,144.160887,305.58349150000004,313.174302,133.6470595,2.25665,1.9551349999999998,1.96226,1.5986850000000001,-0.24785,-0.14559,-0.03574,-0.49255499999999997,-5.89558,-8.733535,-9.30795,-7.4490894999999995,0.4638,2.0861454999999998,2.487648,5.100000000000005e-4,21.001612,14.341996000000002,8.0985745,13.18441,17.23733,-6.009195,-6.53465,14.163195,-11.57788,5.349410000000001,8.46154,-13.98034,5.22
"Lester, Carson",2019,RIGHT,0.6666666666666666,1.4,153.4898534,75.99626832999999,5.9355946735,86.18283719,NA,NA,77.91287578000001,2063.9416435000003,NA,NA,1669.725164,222.7392672,NA,NA,233.274311,2.1332180815,NA,NA,1.015818017,0.2121453275,NA,NA,0.37912617800000004,-5.9403192780000005,NA,NA,-8.2305823485,-0.992906221,NA,NA,-0.66841009,28.65827866,NA,NA,4.615805694,14.089096600000001,NA,NA,10.429693669999999,13.500891710000001,NA,NA,14.338360495,6.47
"Levesque, Trystan",2022,LEFT,0.52,4,158.51336,76.533045,5.45004,86.18274,NA,NA,77.10155,2081.2974830000003,NA,NA,1678.441459,171.1604275,NA,NA,152.511576,2.582235,NA,NA,1.74243,-0.25443,NA,NA,-0.17262,-5.6491015000000004,NA,NA,-8.055986,-0.073681,NA,NA,0.106573,29.8908845,NA,NA,-4.5687,20.477690000000003,NA,NA,15.82603,-2.94939,NA,NA,-6.05898,4.37
"Lewis, Cory",2022,RIGHT,0.5087412587412588,2.5,77.75395,81.51045,5.837665,89.31554,80.95832,78.72291,81.47752,2278.027299,2082.842152,1804.121144,2035.974208,200.831066,214.434626,17.463513,222.576476,2.99977,2.04768,2.53896,1.97312,-0.20745,-0.81302,-0.25163,0.49751,-5.253187,-8.638286,-10.168891,-7.611998,0.484503,-1.130151,-0.602956,1.288639,38.400396,-0.205635,-9.277092,6.992022,24.11848,2.36264,-15.52839,16.33702,8.67772,1.25587,-0.6437,13.52717,3.57
"Liberatore, Collin",2019,RIGHT,0.547945205479452,1.6666666666666667,172.7985106,76.4153029,7.216586201,86.58215293999999,NA,NA,74.92964704,2179.051123,NA,NA,1513.009494,189.61614935,NA,NA,202.1753595,2.892016911,NA,NA,3.597690065,-0.170551224,NA,NA,1.293326173,-5.677702372500001,NA,NA,-7.598263983,-0.555623188,NA,NA,1.170433787,50.7853935,NA,NA,16.93139842,19.603634415000002,NA,NA,13.16907171,3.3655788845,NA,NA,5.416944565,2.96
"Liddle, Brady",2022,RIGHT,0.483739837398374,2.875,120.870105,80.41296,6.225455,87.64044,81.10134,NA,80.26715,2087.953682,2045.005996,NA,1725.694238,198.776077,163.353073,NA,256.196606,2.51386,1.78876,NA,1.98397,0.0407,-0.15857,NA,0.5849,-5.377162,-7.244051,NA,-7.551338,-0.635641,-1.802797,NA,0.473644,22.412791,16.213540000000002,NA,-8.338859,20.03013,8.89052,NA,5.543925,6.3365,-2.01331,NA,16.19135,6.4
"Ligon, Karson",2022,RIGHT,0.5436337625178826,1.391304347826087,147.76364,84.684905,4.65838,91.26299,81.26996,NA,82.131705,2317.628112,2398.62174,NA,1787.577536,223.098606,72.092663,NA,240.8507575,2.47622,1.89665,NA,1.90649,0.22105,-0.73264,NA,0.19162,-5.385705,-8.111431,NA,-6.8847415000000005,-0.172232,-2.516115,NA,-0.1900335,22.658965000000002,-1.2811815000000002,NA,17.655911,15.70087,-0.70764,NA,10.90406,13.7565,-3.9289,NA,16.682589999999998,4.9
"Lindgren, Jeff",2019,RIGHT,0.5544554455445545,0.5,173.9962547,85.32393995000001,6.652869611,88.4932747,77.2369007,NA,NA,2192.875324,2612.020471,NA,NA,214.8204021,107.0999281,NA,NA,2.279449781,1.529312247,NA,NA,0.226236156,-0.182068305,NA,NA,-4.838371005,-8.268531405,NA,NA,-0.557230951,-3.603546246,NA,NA,22.16297346,14.5014675,NA,NA,17.50186769,4.833223252,NA,NA,12.39096421,-16.10373217,NA,NA,5.96
"Linginfelter, Zach",2019,RIGHT,0.5,1.2,157.7739547,75.05067030000001,5.940471659,93.087835165,85.54225744,NA,NA,2131.528919,1923.277566,NA,NA,220.2082332,182.9124672,NA,NA,2.9380190885,2.3148965815,NA,NA,0.24217019550000002,-0.3356641585,NA,NA,-4.8217539715,-6.9239831985,NA,NA,0.1514855,-1.9614621460000001,NA,NA,17.180751975,6.180073664,NA,NA,17.973718545,6.7394808335,NA,NA,15.111629964999999,0.37626515,NA,NA,5.64
"Link, Adam",2022,RIGHT,0.5352862849533955,3.272727272727273,66.46944,81.02504,4.78748,90.99216,83.64238,80.33063,83.783255,2341.24459,2470.798294,2438.994995,1615.516527,206.541839,52.778052,23.449915,243.9183105,2.21077,1.86319,1.79325,1.8027950000000001,0.12339,-0.39086,-0.21575,0.7545,-6.253843,-8.560462,-9.257129,-7.74561,-0.427592,-1.810062,-1.761044,0.6832484999999999,11.051546,7.717845,-3.3338519999999994,8.234697,12.10253,-1.28878,-9.4793,6.68262,5.77103,-2.97488,-4.31992,11.46668,4.8
"Lipthratt, Louis",2022,RIGHT,0.6043956043956044,0.6,191.431995,89.05672,5.43847,87.01983,74.832155,NA,78.091595,2181.700466,2006.9352755,NA,1855.408796,233.947137,48.141541000000004,NA,239.896552,2.49168,1.46506,NA,1.93261,-0.03909,-0.244695,NA,0.09503500000000001,-5.57648,-9.963733999999999,NA,-7.5128825,-1.032092,-3.1981205,NA,-1.192727,22.164051,-4.0029945,NA,69.455958,14.56741,-2.3721050000000004,NA,11.12745,18.40682,-4.645655,NA,14.26902,3.91
"Litchfield, David",2022,RIGHT,0.5037593984962406,3,77.38141,81.22996,4.93081,90.368135,84.347195,NA,NA,1852.8400015,2258.324879,NA,NA,238.6983015,135.19982199999998,NA,NA,1.982715,1.7764600000000002,NA,NA,0.562965,-1.0175,NA,NA,-6.08636,-7.384148,NA,NA,0.128744,-2.9734885,NA,NA,3.58711,18.680964,NA,NA,10.511894999999999,4.66073,NA,NA,15.607845000000001,-3.154605,NA,NA,5.34
"Llewellyn, Brandon",2021,RIGHT,0.5961538461538461,1.25,42.90675606,82.7065971,6.2672868785,86.19234087000001,79.4366051,NA,NA,2034.8196619999999,2410.810803,NA,NA,204.39665639999998,88.90890048,NA,NA,2.093704798,1.524819419,NA,NA,0.1542345235,-0.187665702,NA,NA,-6.1614603005,-8.853209605,NA,NA,-0.9595145705,-2.929072644,NA,NA,NA,-0.027463579,NA,NA,15.934256715,-0.223338411,NA,NA,7.2620003975,-7.846011338,NA,NA,3.38
"Llewellyn, Brandon",2022,RIGHT,0.5184174624829468,2.25,84.84187,81.18336,6.05532,86.34443999999999,78.882245,75.32933,81.761875,2084.723137,2457.907834,2482.921964,1798.1758915,207.700489,43.530804,43.483586,245.0879815,2.23975,1.3983500000000002,1.72133,1.7144949999999999,-0.118465,-0.588975,0.08711,0.8479749999999999,-5.771452999999999,-9.265443999999999,-9.85367,-7.4321975,-0.9352,-2.9673065,-2.367143,0.341554,17.374066499999998,-7.462077,6.249299499999999,0.32905549999999995,16.76717,-5.31687,-9.93662,7.686145,8.35032,-6.3125800000000005,-11.60812,13.37304,4.14
"Lobus, Ryan",2022,RIGHT,0.5094066570188133,3.4166666666666665,158.1774,83.11063,5.007165,90.29076,78.45351,NA,81.70914,2191.145708,2723.6901725,NA,1960.57998,227.294781,76.520572,NA,244.844535,2.55185,1.52825,NA,1.44206,0.122255,-0.46965,NA,0.45759,-5.418906,-8.491125,NA,-7.272066,-0.944276,-4.321282,NA,-1.086014,23.138196,18.985628499999997,NA,-4.2858535,13.694575,-1.53,NA,7.64741,13.870560000000001,-12.11501,NA,14.43044,4.54
"Locey, Tony",2019,RIGHT,0.5618556701030928,2.2857142857142856,191.6320695,81.823049385,6.625078888,94.55606053,81.51745482,NA,NA,2227.814648,2257.7156754999996,NA,NA,197.5055104,121.7427454,NA,NA,2.333780912,1.422742512,NA,NA,0.046606805,-0.741361357,NA,NA,-4.810178201,-8.337289528,NA,NA,-0.83659574,-2.885543534,NA,NA,32.87308523,22.58516413,NA,NA,18.27264334,3.356921278,NA,NA,5.664450346,-7.394395929,NA,NA,2.53
"Lochner, Jake",2019,LEFT,0.5019157088122606,3.75,182.364984,86.20435942,6.2741300115000005,87.71923826,79.804722,NA,78.715223525,2007.244245,1988.745984,NA,1938.653256,152.4375044,236.4872654,NA,180.19472685,2.508801673,2.154099866,NA,1.8380300695,-0.314313346,0.178396342,NA,0.065622325,-5.610235345,-8.260150034,NA,-8.844821332999999,1.879520754,3.460122666,NA,2.920733142,20.33262678,28.541839815,NA,2.633170767,15.53660329,1.979727614,NA,2.5006453234999997,-8.263507584,2.353087153,NA,4.4173550002185e-4,5.9
"Lodolo, Nick",2019,LEFT,0.5050505050505051,8,136.4853948,76.9611615,6.063341549,93.42274034,80.899080465,NA,NA,2293.608171,2572.1350455,NA,NA,119.3636443,293.92165575,NA,NA,2.547507926,1.757448677,NA,NA,0.041607266,0.7745040985,NA,NA,-5.550023764,-9.293772461500001,NA,NA,0.914657486,4.7885364095,NA,NA,9.673677685,37.567348280000004,NA,NA,12.05498074,-4.4920341740000005,NA,NA,-21.07100757,10.360250335,NA,NA,2.36
"Lommel, Cade",2022,LEFT,0.5357917570498916,2.3333333333333335,74.543165,80.83218500000001,5.73383,89.200545,80.916055,NA,81.05816,1993.7143780000001,1921.0719105,NA,1596.580895,146.9192365,325.971172,NA,105.073407,2.34381,1.966035,NA,1.62366,-0.3256,-0.081595,NA,-0.32621,-5.409649,-7.5575605,NA,-7.585448,0.870044,2.3875145,NA,0.694367,13.12237,-0.734525,NA,-34.146455,14.420675,-3.460905,NA,1.30095,-9.09723,3.230315,NA,-12.80564,6.4
