Pitcher,Year,PitcherThrows,Strike_Percent,K_BB,median_Distance,median_ExitSpeed,median_Extension,median_RelSpeed_Fastball,median_RelSpeed_Slider,median_RelSpeed_Curveball,median_RelSpeed_ChangeUp,median_SpinRate_Fastball,median_SpinRate_Slider,median_SpinRate_Curveball,median_SpinRate_ChangeUp,median_SpinAxis_Fastball,median_SpinAxis_Slider,median_SpinAxis_Curveball,median_SpinAxis_ChangeUp,median_PlateLocHeight_Fastball,median_PlateLocHeight_Slider,median_PlateLocHeight_Curveball,median_PlateLocHeight_ChangeUp,median_PlateLocSide_Fastball,median_PlateLocSide_Slider,median_PlateLocSide_Curveball,median_PlateLocSide_ChangeUp,median_VertApprAngle_Fastball,median_VertApprAngle_Slider,median_VertApprAngle_Curveball,median_VertApprAngle_ChangeUp,median_HorzApprAngle_Fastball,median_HorzApprAngle_Slider,median_HorzApprAngle_Curveball,median_HorzApprAngle_ChangeUp,median_Angle_Fastball,median_Angle_Slider,median_Angle_Curveball,median_Angle_ChangeUp,median_InducedVertBreak_Fastball,median_InducedVertBreak_Slider,median_InducedVertBreak_Curveball,median_InducedVertBreak_ChangeUp,median_HorzBreak_Fastball,median_HorzBreak_Slider,median_HorzBreak_Curveball,median_HorzBreak_ChangeUp,ERA
"Edgington, Brian",2022,RIGHT,0.5961538461538461,4,148.25832,79.00564,5.55086,91.15721,NA,NA,82.367245,2283.500119,NA,NA,1144.399756,215.284093,NA,NA,244.3172085,2.59625,NA,NA,1.6826050000000001,0.36082,NA,NA,0.07142,-5.252736,NA,NA,-7.850114,-0.573158,NA,NA,-0.8602265,28.7900235,NA,NA,13.872533,18.50788,NA,NA,6.219965,12.65827,NA,NA,11.867365,3.56
"Edwards, Jacob",2022,LEFT,0.5244755244755245,4.2,134.27794,78.34362,5.220765,87.64073,82.24897,NA,81.809305,2247.193481,2253.931254,NA,1520.7297935000001,181.771153,263.694103,NA,150.460396,2.56223,1.89668,NA,2.1035250000000003,0.12174,0.6643,NA,-0.8118650000000001,-5.536939,-7.337637,NA,-6.5531825,2.101027,3.137595,NA,0.9668190000000001,11.3581975,17.98611,NA,17.294961,9.55693,1.88654,NA,7.282995,0.29157,4.53355,NA,-3.51965,2.24
"Edwards, Spencer",2022,LEFT,0.5913978494623656,1,259.39307,81.22732500000001,4.40101,85.33618999999999,NA,77.67524,78.42000999999999,2061.1263120000003,NA,1932.152429,1331.869482,135.5117265,NA,129.932844,135.336817,2.80577,NA,1.97652,2.120665,-0.15145999999999998,NA,-0.29527,-0.5836250000000001,-5.7161919999999995,NA,-8.410496,-8.091216,-0.398525,NA,1.224718,0.18971749999999998,23.217448,NA,51.845565,15.644421,18.48172,NA,4.26693,8.994945000000001,-16.16745,NA,-2.39606,-6.51782,8.46
"Egloff, Riley",2022,RIGHT,0.4715909090909091,3.75,63.7216,80.6311,6.18422,90.91829,81.60484,NA,81.27115,1935.829235,1783.634379,NA,1693.5605464999999,231.937292,159.814745,NA,234.14773050000002,2.69199,2.12018,NA,1.948455,0.54927,-0.71388,NA,0.39693999999999996,-5.575074,-7.748668,NA,-6.922060999999999,0.359542,-2.110281,NA,-0.44111049999999996,12.143851,14.60813,NA,28.291609,12.26044,6.22906,NA,9.25794,14.49635,-1.57232,NA,11.311605,6.9
"Elder, Bryce",2019,RIGHT,0.48366013071895425,3.7142857142857144,30.86522908,88.53652662,5.801961665,90.310378255,84.55986454,79.574251355,NA,2167.3220760000004,2436.756003,2219.9440139999997,NA,235.33659315,179.8595345,11.962119025,NA,2.2105124025,2.296130184,1.9501826100000001,NA,0.419971016,-0.011836399,0.090344967,NA,-7.04825378,-7.74643703,-10.511286694999999,NA,0.031953871,-1.573939966,-2.0876849465,NA,-1.652230696,-2.758151331,-16.71061593,NA,7.3638057365,3.403861218,-14.048842539999999,NA,10.64801786,-0.012081614,-3.010809187,NA,2.93
"Eldred, Luke",2022,RIGHT,0.5209080047789725,2.8333333333333335,186.88187,80.66146499999999,6.20713,89.363035,78.84698,75.310625,82.05876,2284.1310135,1895.167785,1671.80278,1799.0731354999998,216.495927,187.532847,20.614334,226.454516,2.6454250000000004,1.94364,1.64514,1.9853299999999998,0.10278,-0.73699,-0.579485,0.38815500000000003,-5.3266805,-7.937177,-9.882601000000001,-6.96895,-1.307357,-3.584069,-3.4509005000000004,-1.2416125,33.2293945,11.703516,10.005605,27.733832,19.6608,6.25563,-8.021104999999999,14.405165,13.503965000000001,0.73252,-3.1335249999999997,14.248194999999999,4.63
"Elliott, Hunter",2022,LEFT,0.5422612513721186,3.2857142857142856,141.74584,75.48292000000001,5.703925,89.26087,76.40855,72.61854,78.4055,2284.7902975,2300.081836,2370.7852795,2114.98851,138.043543,276.6354665,310.92441499999995,108.966304,2.331855,1.82178,1.7455699999999998,1.74788,-0.15026,0.63003,0.014049999999999997,-0.83279,-4.926677,-8.206948,-9.6686065,-7.086735,0.8847575000000001,4.198385,3.921493,-0.056558,30.642306,17.113431,21.503372,6.847792999999999,18.23263,-0.10447000000000001,-10.48855,9.02126,-15.240185,13.47906,14.79097,-21.65269,2.7
"Elliott, Tim",2019,RIGHT,0.546485260770975,4.142857142857143,197.4377426,84.71675729,6.672069451,91.50338488,83.84098808499999,78.94611895,84.58943208,2373.894603,2410.0315775,2343.219144,1960.31754,189.4940672,116.95714765,86.9812007,228.9582712,2.324889293,1.944324994,1.74296164,2.018494477,0.111158097,-0.27849963200000005,0.011495371,0.414815281,-5.436852039,-7.655759838,-8.724973881,-6.95695192,-0.742685137,-2.4045343299999997,-2.117784077,-0.060238397,26.47224562,17.55765738,11.66654817,7.562012367,17.12138899,3.827816612,-1.104515384,9.462732933,2.942921032,-7.153383285,-7.462337078,10.78580855,2.7
"Ellis, Campbell",2022,LEFT,0.5009107468123861,3.5,160.95434,80.30893,5.53699,87.06565,77.162065,NA,78.12655000000001,2277.865601,2263.2769315,NA,1690.4468685,137.237389,313.39569700000004,NA,141.22551900000002,2.47836,2.2002699999999997,NA,2.280845,0.13781,0.40288999999999997,NA,-0.42608,-5.332032,-7.877435500000001,NA,-6.9693115,0.924022,2.7305395,NA,0.8351314999999999,30.286716,9.807967,NA,22.627192,15.90989,-1.3668550000000002,NA,10.56186,-13.5265,1.6203349999999999,NA,-7.7378,3.27
"Emus, Jackson",2022,RIGHT,0.5792207792207792,2.5555555555555554,63.08092500000001,81.00424,5.96745,90.18563,76.93647,NA,80.874765,2180.541051,2221.918155,NA,1540.5363,242.86387200000001,79.739294,NA,258.937246,1.9975899999999998,1.77853,NA,1.359785,0.15205000000000002,-0.89708,NA,0.498365,-6.6100069999999995,-8.764697,NA,-8.306849,-0.3262285,-4.144562,NA,-0.0897395,6.284021,29.493095500000003,NA,-0.576414,10.27914,-0.60323,NA,4.524805000000001,17.183945,-11.02339,NA,15.994575000000001,4.77
"Engman, Jared",2022,RIGHT,0.5227686703096539,2.3333333333333335,49.229025,84.26555,6.334569999999999,91.32221,79.45898,NA,78.304345,1875.954327,2033.277394,NA,1950.8850175,239.452367,72.939022,NA,67.9449275,1.96776,1.67667,NA,1.6928,0.00333,-0.58372,NA,-0.193645,-6.299699,-8.395022,NA,-8.5982835,-1.179104,-4.048131,NA,-3.7362655,3.193922,4.173507,NA,10.616979,10.6776,0.02913,NA,-1.0799599999999998,16.62792,-4.0913,NA,-4.86829,4.15
"Erla, Mason",2019,RIGHT,0.4897959183673469,1.5,203.2251162,90.69168663,6.168952356,89.35720466,82.90232233500001,78.58695367,NA,2326.572359,2406.828311,2194.1357975,NA,223.1691826,169.87858355,88.3415797,NA,2.578243374,1.5425315265,1.728817703,NA,0.1922217,-0.40373682600000005,-0.02315253,NA,-5.206559014,-7.3131498685,-8.488015774,NA,-0.482772897,-2.916866961,-2.640414234,NA,19.427414759999998,24.631997315,14.00124543,NA,13.97412526,5.4425190745,-0.251087986,NA,13.52163279,-1.1154343230000001,-4.897869465,NA,5.49
"Erlandson, Freddie",2021,RIGHT,0.5862068965517241,0.25,162.46582005,91.15225131,5.819089339,86.377208035,NA,74.97262334,NA,1991.8954199999998,NA,1945.662066,NA,209.1604972,NA,211.804404,NA,3.0047182489999997,NA,1.813978866,NA,0.1362080845,NA,-0.00346989,NA,-5.9737897444999994,NA,-9.96349786,NA,0.341804831,NA,-0.959666927,NA,12.46152332,NA,NA,NA,20.57506299,NA,2.327224219,NA,11.631075715,NA,1.250119841,NA,3.22
"Erwin, Brett",2019,RIGHT,0.547486033519553,0.75,126.09784995,87.96091573,5.890005029,82.66973637,74.59511687,NA,74.71159006,2103.838159,2085.830033,NA,1718.2098325000002,230.8640556,153.552775,NA,245.7583522,2.361354765,1.79459545,NA,1.9393698905,-0.164098715,-0.747435055,NA,0.08657840550000001,-6.597445339,-8.630883787,NA,-8.0403862335,0.443464563,-2.12718804,NA,0.402810816,9.990216423,20.85056796,NA,0.7779853379999997,15.12153243,9.134028453,NA,6.997863860000001,18.13388608,-2.963605772,NA,18.15461393,3.7
"Erwin, Brett",2022,RIGHT,0.43333333333333335,7,55.120595,78.9247,5.63844,88.392685,80.151885,NA,82.76159,2151.122141,2219.210189,NA,1826.585612,234.92431249999998,155.044449,NA,268.827364,2.9358,2.426445,NA,1.78975,-0.35356,-0.36811499999999997,NA,-0.18733,-5.1129915,-7.131285,NA,-7.680542,-0.289502,-2.176851,NA,0.00662,43.019301,16.7904865,NA,-5.917609000000001,13.625340000000001,6.6698249999999994,NA,1.62642,17.101525000000002,-3.6103750000000003,NA,16.71072,4.52
"Esqueda, Isaac",2019,LEFT,0.543859649122807,1.8333333333333333,105.6135539,82.92894376999999,4.881596704,87.04130791,77.8692088,73.462308605,82.4835871,2542.594113,2568.622379,2755.95093,2180.927674,183.9009738,285.7273046,332.8113287,129.9988596,2.620529324,2.015928156,2.4116749705,2.382940947,0.274766599,0.039593678,0.070134503,-0.279721712,-6.361931305,-9.318019443,-11.309571215,-6.871436787,2.828355338,4.420876915,3.1518415875,0.644113937,18.65119186,-6.097267127,-11.752224439999999,10.651192401500001,12.31509494,-4.202491299,-18.37061962,14.14687266,0.704900793,13.79500399,9.712741087000001,-17.29745664,3.94
"Esqueda, Isaac",2021,LEFT,0.49038461538461536,3,199.40609565,90.33294281,4.888230612,85.17413034,76.67711674,NA,NA,2463.473807,2463.53854,NA,NA,188.8939313,282.97173025,NA,NA,2.291484114,1.8707193995,NA,NA,0.374285694,0.0621036345,NA,NA,-6.77935591,-9.082046757499999,NA,NA,2.932872479,4.099483746,NA,NA,7.8833045114999996,17.93723477,NA,NA,9.407356742,-3.2386314155,NA,NA,1.601456653,15.35373496,NA,NA,3.41
"Ethridge, Will",2019,RIGHT,0.5473684210526316,1.9230769230769231,158.85734595000002,87.47707919,5.546732321,91.458310615,82.383644775,81.03177791,83.65858795,2202.1530285,2391.337781,2379.898588,1880.369851,239.53873165,160.47903094999998,125.2560438,244.67469369999998,2.4302164265000004,2.1767574485,1.986528377,1.994722208,0.346500449,-0.4597807435,-0.423760422,0.3760376085,-5.397632703499999,-7.338886541,-7.570690581,-7.1565935,-1.275686066,-3.823561454,-4.060300725,-1.5401113579999999,14.50068429,2.933469341,9.144410014,9.463320432,9.9303274515,4.7700676735,2.387560277,3.985604678,16.54756518,-1.274248275,-3.520340359,13.89585346,3.39
"Evangelista, Nick",2022,RIGHT,0.46938775510204084,10,114.54965,82.45636,6.47011,85.84606,78.76956,NA,82.27042499999999,2120.858425,2075.1799075,NA,1673.315087,209.661763,110.7781135,NA,238.707001,2.19237,1.70788,NA,2.136525,0.29381,-0.015995,NA,0.520885,-5.357334,-7.8266205,NA,-6.349905,-0.560252,-2.3240845,NA,0.260033,17.278487,47.328447999999995,NA,5.301921,17.39544,3.6725250000000003,NA,10.11827,9.89788,-6.6452,NA,14.71851,5.55
"Evans, Logan",2022,RIGHT,0.49429657794676807,11,34.93141,84.405725,5.34908,89.74654,84.91469000000001,NA,NA,2358.790936,2608.3061205,NA,NA,235.927807,183.737421,NA,NA,1.88127,1.4502950000000001,NA,NA,-0.07775,-0.297215,NA,NA,-6.582065,-7.804349,NA,NA,-1.286029,-2.969219,NA,NA,2.26471,6.563201,NA,NA,8.4293,4.060415,NA,NA,13.76627,0.36606,NA,NA,7.43
"Ey, Brooks",2022,RIGHT,0.5179372197309418,3.176470588235294,130.347165,81.61436,6.25324,89.544425,80.86373,NA,84.06531,2046.723619,2438.286393,NA,1362.218678,214.22421250000002,88.46824,NA,265.56095,2.458285,1.95313,NA,1.8598,-0.07184,-0.62024,NA,0.39095,-5.165297,-7.475384,NA,-6.907919,-1.3278805,-3.470232,NA,-0.197359,17.354422,22.2945535,NA,2.028707,13.37361,1.12071,NA,2.68788,8.681025,-9.34335,NA,15.48005,6.9
"Faello, Mark",2022,RIGHT,0.5113636363636364,9,99.658085,76.41871499999999,5.80191,87.570195,78.83851,NA,NA,2178.1634535,2226.200284,NA,NA,210.0201335,58.731353,NA,NA,2.54723,1.85668,NA,NA,0.149395,-0.58009,NA,NA,-5.4020685,-8.541368,NA,NA,-0.6295904999999999,-2.588455,NA,NA,28.191636,9.977423,NA,NA,17.4669,-0.84193,NA,NA,9.436505,-2.36886,NA,NA,5.15
"Farinelli, Michael",2022,RIGHT,0.4983164983164983,2.8,18.01484,82.24472,5.15693,86.25212,80.143755,NA,79.08985,1878.20578,2316.6535519999998,NA,1572.521599,256.47418600000003,54.315647,NA,249.55756050000002,1.96354,1.732685,NA,2.0008,0.37581,-0.28061499999999995,NA,0.6293,-6.521777,-7.9830295,NA,-7.088931,0.151595,-1.9066605,NA,0.326058,0.5615445,-4.9725525,NA,-2.00952,4.467625,-2.5004350000000004,NA,6.350925,13.472864999999999,-2.622425,NA,13.77101,4.43
"Farmer, Josh",2022,RIGHT,0.5181818181818182,4,210.4241,84.93476,5.8697,90.15880999999999,79.853595,76.31448,81.97184,2373.1996639999998,2284.314466,2142.173833,1840.03127,200.92060600000002,63.106106000000004,32.0560025,228.74181,2.6222250000000003,2.013165,1.296385,2.0907299999999998,-0.031365,-0.216025,-0.250255,0.6004700000000001,-5.477017,-8.548338,-10.8106705,-7.009263,-1.282439,-2.7375875,-2.2256465,-0.41764199999999996,23.265032,19.199213,6.113216,14.862959,17.540815000000002,-0.983385,-10.337644999999998,12.75922,6.161815,-5.27581,-8.04526,13.690715,4.69
"Farmer, Noah",2022,RIGHT,0.49025069637883006,1.7142857142857142,63.45235,83.35944,5.537345,88.13015,79.368135,NA,78.88112,1983.074385,1999.4918815,NA,1869.753007,244.085667,97.7725995,NA,237.97376,2.392565,1.974245,NA,2.0868450000000003,0.58787,-0.429295,NA,0.015605,-6.3004465,-8.183627999999999,NA,-8.078956999999999,-1.3506875,-3.9662555,NA,-2.4483354999999998,12.765997500000001,5.226497,NA,1.4839010000000001,8.41083,2.116575,NA,4.718014999999999,15.1328,-3.54276,NA,12.901975,3.87
"Feczko, Ryan",2022,LEFT,0.5113636363636364,1,235.61358,82.65872,5.2476,83.2916,73.18168,NA,81.35063,2162.450979,2048.936672,NA,1614.061089,133.1298275,318.341057,NA,110.642388,2.5329699999999997,1.99005,NA,1.6846,-0.183165,0.0608,NA,-0.72135,-5.490033,-9.242232,NA,-7.4203,-0.023470500000000002,2.333156,NA,-0.65813,20.5994535,46.852558,NA,-13.954203499999998,18.732685,-5.62256,NA,7.34835,-18.88279,7.48398,NA,-17.29891,3.21
"Feeney, Cade",2022,RIGHT,0.5081081081081081,1.75,150.20416,82.962725,5.550965,88.20095,78.14465,NA,80.620825,2337.251338,2263.085478,NA,1568.8353084999999,222.29523799999998,79.636792,NA,243.886012,2.677995,1.93676,NA,1.67287,-0.488485,-0.69265,NA,-0.10434,-4.765993,-7.889329,NA,-7.207254,0.2083845,-2.486157,NA,-0.08716750000000001,31.039413,16.120521,NA,3.58095,18.59999,0.54146,NA,5.667325,15.548494999999999,-6.58489,NA,13.352545,4.54
"Fehmel, Bryce",2019,RIGHT,0.4895833333333333,2,296.66598945,95.91715365499999,5.802755631,87.176741865,76.20451542,NA,NA,2316.377575,2511.359864,NA,NA,222.04844615000002,84.59501358,NA,NA,2.2664047949999997,2.392707839,NA,NA,-0.5820775125,-0.555241087,NA,NA,-5.5871708345,-8.168680289,NA,NA,-1.173505748,-3.536975685,NA,NA,21.71860007,27.000690105,NA,NA,16.44952121,-1.042488545,NA,NA,14.967454945,-9.797379336,NA,NA,3.53
"Feikes, Jared",2022,RIGHT,0.4981132075471698,1.2857142857142858,177.93422,84.13029,5.833645000000001,89.27841,82.917405,NA,81.91221,2150.7603,2120.4367,NA,1461.101775,223.733186,140.1811535,NA,259.370115,2.32019,2.22669,NA,1.79237,0.09455,0.02241,NA,0.67655,-5.252671,-6.3311335,NA,-6.9324445,-1.037518,-2.620159,NA,-0.669303,17.455083,25.207103,NA,16.348909,11.46847,3.96061,NA,3.5911999999999997,10.44961,-2.329175,NA,12.907485,4.81
"Fellows, Drake",2019,RIGHT,0.49361702127659574,3.7857142857142856,166.4076619,84.99393573,6.800322607,90.77417326,82.29806158,81.18754145,78.974526075,2189.905672,1977.600279,2116.827833,1578.0491969999998,231.0337429,155.7841466,153.0176698,239.10362665,2.466888372,1.578979511,1.99682898,1.8587088045,0.149103424,-0.532077138,-0.862501945,0.049327159,-5.336767341,-8.093048699,-7.955358236,-7.5902248575,-0.315089165,-2.557087872,-3.271945091,-0.38815825449999997,14.882430445,9.692081396999999,4.446906725,16.22242214,11.77600389,3.420412386,2.009130336,5.7936746135,14.49926402,-1.639214307,-1.877052192,12.949737554999999,4.09
"Feole, Mason",2019,LEFT,0.5523809523809524,1.25,225.60786960000001,86.97411038999999,5.963113848,89.24553832000001,NA,74.63524048,NA,2049.3933775,NA,2315.835646,NA,157.33253919999999,NA,327.64886,NA,2.4178205365,NA,2.2129720795,NA,0.28656274950000005,NA,0.4048654335,NA,-5.6424477865,NA,-9.694864406,NA,1.5354827654999998,NA,3.1759565705000004,NA,26.55692618,NA,22.933664635499998,NA,18.564934995,NA,-8.970931882,NA,-7.818978951,NA,5.760571923500001,NA,4.33
"Fett, Anthony",2022,LEFT,0.620253164556962,2.6666666666666665,213.46131,80.61639,5.904525,85.3751,NA,68.57750999999999,76.82484,2047.3650685,NA,1739.107718,1710.835368,148.571991,NA,320.111843,135.260484,2.18272,NA,1.469145,1.4603,0.24556,NA,0.32152000000000003,-0.50413,-6.456104,NA,-11.30391,-9.351827,0.361889,NA,1.438507,-0.51907,25.932816,NA,16.174608499999998,44.268240500000005,18.30513,NA,-5.223405,13.12835,-10.37886,NA,3.403135,-11.58442,8.71
"Fields, Colin",2022,RIGHT,0.5819672131147541,1,162.03732,88.723265,6.009365,89.16326,NA,71.92771,NA,2405.336266,NA,2906.235132,NA,178.729468,NA,44.279566,NA,2.48127,NA,1.90325,NA,-0.17771,NA,-0.13098,NA,-5.347918,NA,-10.920616,NA,-1.655251,NA,-2.949391,NA,16.218426,NA,6.533332,NA,17.01115,NA,-16.50631,NA,-0.31839,NA,-16.41072,NA,5.38
"Fields, Matt",2022,RIGHT,0.4765432098765432,5.333333333333333,125.574705,79.78115,5.47503,91.24832,82.83751,NA,84.2755,2164.156703,2192.614001,NA,1787.4482005,220.652845,100.869567,NA,256.9435365,2.47043,1.98848,NA,1.684315,-0.37483500000000003,-0.65486,NA,0.618625,-5.5689375000000005,-7.854684,NA,-7.6767385,-2.0725265,-4.1467,NA,-0.9674924999999999,24.462395,24.527033,NA,4.603221,15.87241,2.65228,NA,5.01213,13.3491,-5.17685,NA,17.250284999999998,1.99
"Fischer, Ryan",2022,RIGHT,0.572463768115942,2,158.570875,87.43766,6.53066,87.634465,NA,NA,83.87689,2083.515551,NA,NA,1899.6447535,205.466294,NA,NA,250.712917,2.89656,NA,NA,1.6898399999999998,-0.035030000000000006,NA,NA,0.22787,-5.0126740000000005,NA,NA,-6.754614500000001,-1.0081015,NA,NA,-0.134267,30.9527155,NA,NA,3.057373,18.684515,NA,NA,7.653135,8.470714999999998,NA,NA,17.827334999999998,3.97
"Fisher, Andy",2019,LEFT,0.5449101796407185,1.75,140.5711082,91.32762962999999,5.917903301,85.76435365,76.74432317,NA,NA,1904.9912125,2066.042625,NA,NA,103.3701502,267.562134,NA,NA,2.5810304635000003,2.426675349,NA,NA,-0.0718622115,0.326181506,NA,NA,-5.953206703999999,-7.147045942,NA,NA,1.1539674249999998,4.625746374,NA,NA,12.52340407,11.0748144285,NA,NA,3.8012040540000003,0.669617298,NA,NA,-15.80740831,15.1581538,NA,NA,2.75
"Fisher, Nate",2019,LEFT,0.5803108808290155,2.2,174.5654801,79.53039882,4.871384255,88.03924089,NA,77.86784762,80.13758326,1980.28516,NA,2441.31264,1564.83547,151.2410031,NA,322.7879336,120.3420508,2.636176172,NA,2.594046276,1.688106745,0.181050205,NA,0.08533784,0.089322149,-5.913851062,NA,-8.914815275,-8.20633692,1.708397188,NA,2.749408197,1.73482354,28.32324968,NA,0.9481707195000002,6.972171551,16.63049352,NA,-4.841669752,7.767675628,-9.367845542,NA,3.721649626,-13.23791688,3.27
"Fisher, Ty",2022,LEFT,0.4925187032418953,2.8,106.64338,78.59473,4.469564999999999,87.11138,73.6862,72.289265,78.962125,2293.4327350000003,2564.990207,2572.8743135,1856.2094005,110.381434,286.008354,286.5672035,112.96804499999999,2.0321,1.72777,1.505415,1.73607,-0.114,0.20096,1.20453,-0.767455,-6.525491,-9.166339,-9.934607,-7.363035,0.604397,4.125525,5.1066825,0.425151,8.506342,12.222764,21.302867,17.533612499999997,8.5078,-2.91268,-3.5101199999999997,8.46888,-19.79596,15.48517,18.11757,-16.400835,2.58
"Flanagan, Ethan",2022,LEFT,0.5673469387755102,3.8,173.06374,76.19467,5.59492,91.08999,82.81976,72.445565,80.635145,2125.354685,1944.660477,2313.0210660000002,1525.743077,157.08058,204.101899,336.69379200000003,139.0232155,2.61232,2.56337,2.41367,1.96482,-0.099030000000000007,0.41477,0.044785,-0.381525,-5.864761,-8.187908,-11.854542,-8.0182585,1.179437,3.048739,3.2431254999999997,0.791725,27.295624,8.0003925,-7.179809,21.379835,21.141115,6.95441,-22.240445,15.404910000000001,-8.416225,2.45083,10.56776,-11.94814,3.28
"Florence, Nathan",2022,RIGHT,0.5478723404255319,4.142857142857143,187.42825,81.905235,7.130265,89.00197,NA,76.794925,NA,2066.7718545,NA,1965.5547575,NA,207.316046,NA,50.4313485,NA,2.5208649999999997,NA,2.12807,NA,0.0152,NA,-0.39370499999999997,NA,-4.8660820000000005,NA,-8.583826,NA,-1.596875,NA,-3.3045065,NA,22.819065,NA,25.185205,NA,16.74792,NA,-6.01821,NA,7.9975249999999996,NA,-8.707465,NA,3.36
"Floyd, Ty",2022,RIGHT,0.5814332247557004,3.769230769230769,219.11656,81.487435,5.74513,92.21392,NA,76.78607,78.40775500000001,2135.046841,NA,2172.759041,1878.3014085,211.53758950000002,NA,44.307979,248.22035,2.86566,NA,2.65059,2.58497,0.01355,NA,-0.31554,1.4227249999999998,-4.498344,NA,-8.859615,-6.667297,-0.642675,NA,-2.296452,1.70076,39.346111,NA,26.8882725,59.142402,18.75251,NA,-7.99512,8.780965,10.814455,NA,-9.08071,18.75798,3.77
"Fochs, Chandler",2022,RIGHT,0.6854838709677419,0.125,123.44115,85.87395,5.91086,85.82131,77.699415,71.196415,80.54366,1995.963071,2142.357647,2006.537129,2045.691356,201.834475,103.5964685,28.5463855,175.794134,2.31946,1.8034050000000001,2.7782150000000003,2.0058,-0.28933,0.23925000000000002,0.9166300000000001,-0.27222,-6.262302,-7.942016000000001,-8.14872,-8.003047,-1.21486,-1.7888950000000001,-0.8747185,-1.101201,6.152879,30.118934,63.751346,40.635596,14.68481,2.40953,-3.82953,9.28186,6.16666,-3.52323,-3.853135,-0.48102,7.08
"Fondtain, TJ",2022,LEFT,0.5773195876288659,4,193.323425,77.09094,5.72138,85.70496,NA,NA,75.551485,2137.875209,NA,NA,1653.0236995,145.288183,NA,NA,145.24418550000001,2.46512,NA,NA,2.63086,-0.26941,NA,NA,-0.29927499999999996,-5.936332,NA,NA,-7.0604960000000005,2.024543,NA,NA,1.902101,26.5709135,NA,NA,13.905963,17.043,NA,NA,11.962975,-10.75938,NA,NA,-8.71798,4.58
"Foust, Slater",2019,RIGHT,0.6311475409836066,0.3333333333333333,109.1982442,92.045928095,5.7627760965,88.60161734,77.07738385,NA,82.94199577,2308.27683,2290.922876,NA,1867.4005849999999,211.2229629,91.58730084,NA,236.88546055,2.762442705,1.836055962,NA,2.1051966245,0.245804144,-0.524559633,NA,0.43780981750000003,-4.92801831,-8.592924272,NA,-6.464758973,-1.23962266,-4.807888654,NA,-0.9627155620000001,9.348076988999999,26.66421458,NA,-6.379161339,18.11068517,0.398326988,NA,8.744992491,11.54870462,-11.48793768,NA,15.29260597,2.97
"Fowler, Dalton",2022,LEFT,0.6424581005586593,1.4285714285714286,55.183535,80.80216,4.98435,94.35824,86.172935,NA,NA,2141.810964,2066.7753855,NA,NA,135.239993,160.7792515,NA,NA,2.24498,2.073035,NA,NA,-0.36031,0.221025,NA,NA,-6.327989,-7.885230999999999,NA,NA,-0.3445,1.0429085,NA,NA,23.784349,17.1381875,NA,NA,13.91457,3.835395,NA,NA,-12.15579,-0.85329,NA,NA,6.25
"Fox, Luke",2022,RIGHT,0.5204918032786885,2.3214285714285716,126.23909,81.49436,5.231795,91.16377,79.62619,78.8623,84.93700000000001,2170.7211765,2250.1062745,2256.8642520000003,1725.4906839999999,128.1828675,297.011471,295.2496695,87.610334,2.62441,1.90048,2.067965,2.129105,0.28193999999999997,0.01137,0.065415,-0.42586,-4.903167,-8.0275,-9.132914,-6.9280665,1.031115,3.357731,2.4731275000000004,0.3764535,26.360594,17.712181,19.976467,9.054675,13.255635,-4.80402,-7.611694999999999,0.56175,-15.68609,12.86757,10.324695,-17.188454999999998,6.34
"Frank, Koty",2022,RIGHT,0.4973544973544973,3.909090909090909,95.17352,81.36096,5.70666,88.69018,78.98532,75.71301,81.5278,1994.9155759999999,2247.3468805,2821.433432,2153.232511,236.49659,97.6771,71.555891,262.792511,2.30699,1.49872,2.04257,1.77439,-0.03554,-0.48028499999999996,-0.89345,0.31187,-5.860639,-8.1573205,-8.434357,-7.614563,-0.811107,-2.8594755,-4.925764,-0.489628,21.323494,2.6256515,16.695379,5.326471,11.89375,-0.76319,-3.75921,3.57961,15.99891,-1.35256,-14.83934,18.95001,3.81
"Franzen, Caleb",2022,LEFT,0.5069124423963134,4,114.70633,78.06815,5.77496,88.552295,82.19279,NA,78.56626,2037.275036,2141.915021,NA,1612.660918,131.0759795,152.2817325,NA,99.131377,2.232745,1.84855,NA,1.3167,-0.245465,0.49783499999999997,NA,-0.52774,-5.680695,-7.4261905,NA,-8.256041,0.0499755,2.1215954999999997,NA,-0.392635,23.721437,3.849073,NA,-1.990414,15.45944,4.456185,NA,3.66461,-16.53885,-1.1939950000000001,NA,-17.57946,4.85
"Frasier, Logan",2022,LEFT,0.5512820512820513,1,24.27733,80.953005,4.32475,82.55698,75.99550500000001,NA,78.86725999999999,2055.872454,2342.7228245,NA,2182.8981245,136.382298,104.4596775,NA,102.1915755,2.40617,1.774465,NA,2.01512,0.03809,0.5582050000000001,NA,-0.06523,-6.507937,-9.421024,NA,-8.263991,0.306467,2.4620360000000003,NA,0.0882705,2.6738364999999997,-34.264326000000004,NA,4.823057,17.73702,-1.76047,NA,5.99634,-16.5178,-0.505335,NA,-19.17283,4.45
