Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Matt Gilbertson,Pittsburgh,6,5,4.45,13,13,1,0,0,85,90,44,42,20,72,8,5,0.269
Jack Jett,Hofstra,3,4,4.68,10,10,2,0,0,57.2,50,37,30,27,72,8,4,0.231
Matt Willadsen,NC State,5,3,4.73,18,13,1,1,0,83.2,79,48,44,29,72,1,2,0.248
Zach Barnes,Grand Canyon,5,6,5,15,13,0,0,0,66.2,66,43,37,27,72,6,8,0.255
Shay Schanaman,Nebraska,5,2,5.08,13,12,0,0,0,67.1,63,44,38,25,72,4,12,0.242
Colin Clark,Youngstown State,6,6,6.72,15,14,0,0,1,73.2,93,61,55,17,72,10,2,0.302
Cameron Doherty,Eastern Illinois,3,2,3.45,15,8,0,0,4,75.2,76,36,29,14,71,1,2,0.257
Chris Villaman,NC State,5,2,4.35,18,7,1,1,2,60,45,30,29,16,71,4,2,0.204
Cole Stupp,Kentucky,4,5,4.76,13,13,0,0,0,75.2,92,45,40,15,71,2,8,0.297
Evan Sankey,North Dakota State,7,3,4.77,15,15,1,0,0,79.1,87,49,42,25,71,8,3,0.274
Joe Savino,Elon,0,3,3.02,12,9,0,0,0,59.2,55,30,20,10,70,1,7,0.241
Trey Gibson,Liberty,7,4,3.32,13,13,1,0,0,65,51,29,24,21,70,6,10,0.223
Harry Rutkowski,Rutgers,2,4,4.22,13,13,0,0,0,81,75,48,38,32,70,9,1,0.239
Bryce Miller,Texas A&M,3,2,4.45,13,10,0,0,0,56.2,48,34,28,37,70,6,13,0.227
Trenton Denholm,UC Irvine,6,2,4.61,16,16,0,0,0,82,94,49,42,28,70,5,8,0.293
Javi Rivera,Florida Atlantic,7,0,4.83,14,14,2,0,0,78.1,73,43,42,32,70,6,6,0.248
Samuel Strickland,Samford,5,4,5.09,16,16,0,0,0,81.1,106,55,46,15,70,8,4,0.317
Seth Halvorsen,Missouri,4,2,6,16,14,0,0,0,72,68,54,48,57,70,7,13,0.258
Cameron Weston,Michigan,7,4,2.81,14,14,1,0,0,83.1,68,32,26,29,69,9,8,0.226
Harrison Cohen,George Washington,5,3,4.53,11,10,2,0,0,59.2,59,36,30,31,69,10,5,0.26
Tommy Sommer,Indiana,5,4,4.6,12,12,0,0,0,62.2,55,35,32,38,69,4,3,0.237
Connor McCullough,Kansas State,5,4,4.77,16,15,0,0,0,77.1,81,54,41,30,69,16,6,0.268
Chandler Champlain,Southern California,4,4,5.06,15,15,0,0,0,74.2,88,47,42,22,69,2,2,0.285
Matt Boswell,South Alabama,3,3,5.07,16,16,0,0,0,65.2,67,39,37,22,69,3,8,0.268
Brett Gillis,Portland,2,5,5.08,14,11,0,0,0,51.1,50,32,29,16,69,7,7,0.245
Conor Larkin,Penn State,3,8,5.09,13,12,0,0,0,63.2,68,40,36,24,69,6,6,0.271
Jack Carey,Duke,4,3,5.24,15,15,0,0,0,68.2,68,42,40,25,69,10,10,0.255
Raymond Pacella,Marshall,2,7,5.4,11,10,1,0,0,60,68,39,36,23,69,2,11,0.292
Tyler Morgan,Abilene Christian,3,3,5.83,17,11,0,0,0,71,68,52,46,40,69,11,8,0.252
Keyshawn Askew,Clemson,1,2,5.84,12,11,0,0,0,57,68,43,37,11,69,0,10,0.289
Mike Webb,Rhode Island,7,2,3.24,16,14,4,1,0,89,89,35,32,22,68,3,4,0.257
Adam Stephenson,Abilene Christian,1,4,3.72,15,13,0,0,0,72.2,67,38,30,50,68,8,2,0.249
Blaine Traxel,Cal State Northridge,5,1,3.78,19,10,3,0,3,83.1,86,43,35,15,68,3,7,0.256
Jordan Geber,Mount St. Mary's,2,3,3.88,11,10,1,1,0,60.1,47,34,26,26,68,2,8,0.215
Will Kinzeler,Southeastern Louisiana,4,4,4.33,14,13,0,0,0,70.2,71,43,34,31,68,5,9,0.266
Richie Holetz,Omaha,3,5,4.52,14,14,2,0,0,79.2,72,44,40,33,68,2,8,0.239
Braden Carmichael,Oklahoma,6,3,5.03,15,14,0,0,0,68,74,44,38,31,68,4,3,0.274
Harley Gollert,Austin Peay,4,5,5.22,19,6,0,0,2,70.2,67,51,41,42,68,5,0,0.246
Dean McCarthy,Cincinnati,4,4,5.46,19,7,0,0,3,61,57,46,37,37,68,9,8,0.246
Jacob Menders,VMI,6,3,6.01,17,12,2,0,0,88.1,100,68,59,39,68,6,13,0.297
Dom Velazquez,Delaware,2,7,6.45,11,11,0,0,0,53,65,48,38,27,68,8,7,0.301
Blake Wimberley,Memphis,2,9,6.52,14,14,1,1,0,69,82,60,50,38,68,9,10,0.306
David Festa,Seton Hall,6,4,2,15,11,3,2,0,72,44,27,16,33,67,3,4,0.175
Brennan Stuprich,Southeastern Louisiana,6,3,2.31,14,12,3,1,0,81.2,66,29,21,22,67,2,5,0.224
Nick Durgin,Stetson,6,2,2.61,11,10,1,1,0,62,46,19,18,17,67,2,6,0.2
Gabriel Hughes,Gonzaga,4,3,3.23,31,10,0,0,0,61.1,48,24,22,30,67,1,1,0.211
Bradley McVay,Portland,6,3,3.41,13,10,0,0,0,63.1,51,30,24,25,67,6,11,0.223
Riley Frey,Milwaukee,2,9,3.6,14,14,3,0,0,80,83,35,32,30,67,11,3,0.273
Tanner Bibee,Cal State Fullerton,6,6,3.61,16,14,1,1,0,89.2,84,42,36,21,67,7,10,0.249
Jarret Whorff,Louisiana Tech,9,2,4,16,15,1,1,0,83.1,89,42,37,30,67,12,9,0.276
Logan Gerling,Washington,2,6,4.13,16,14,0,0,0,76.1,77,37,35,22,67,2,8,0.262
Jordan Lussier,Illinois State,6,3,4.36,15,14,1,0,0,74.1,71,38,36,30,67,5,5,0.253
Lane Flamm,Xavier,4,5,4.41,12,12,1,0,0,65.1,70,45,32,28,67,8,10,0.272
Sean Bergeron,Western Kentucky,3,6,4.42,14,14,4,0,0,79.1,86,47,39,10,67,2,2,0.273
Joseph Sgambelluri,Stephen F. Austin,3,4,5.27,13,13,0,0,0,54.2,46,34,32,51,67,11,15,0.232
Tyler Myrick,Florida International,7,4,5.43,14,14,1,0,0,71.1,78,49,43,27,67,9,6,0.273
Donovan Benoit,Tulane,4,4,5.64,15,9,0,0,0,59,66,48,37,35,67,11,7,0.273
Bryce Osmond,Oklahoma State,2,5,7.42,13,10,0,0,1,57,63,49,47,33,67,9,6,0.278
Tyler Thomas,Baylor,5,2,2.49,11,11,1,1,0,65,49,26,18,30,66,2,4,0.202
Sam Turcotte,Stony Brook,6,3,2.53,12,11,3,0,0,67.2,59,32,19,26,66,3,3,0.233
Ryan McLinskey,Seton Hall,4,1,2.81,12,12,0,0,0,57.2,51,22,18,28,66,6,12,0.239
James Deloatch,Norfolk State,7,3,2.88,13,10,3,1,0,72,56,32,23,47,66,7,7,0.216
Brian Edgington,Elon,4,3,4.08,16,13,1,1,2,70.2,76,41,32,16,66,5,4,0.271
Carlos Lomeli,Saint Mary's,5,6,4.21,16,11,1,0,0,72.2,75,37,34,20,66,5,13,0.268
Luke Baley,Tarleton,5,5,5.23,19,7,1,0,0,62,56,37,36,32,66,15,6,0.239
Cade Gibson,Louisiana Tech,4,3,6.41,23,11,1,1,0,71.2,95,57,51,19,66,4,9,0.329
Matt Svanson,Lehigh,4,4,2.3,13,12,0,0,0,70.1,60,30,18,24,65,6,12,0.223
Tanner Kohlhepp,Notre Dame,7,2,3.08,23,1,0,0,2,61.1,42,23,21,22,65,7,9,0.195
John Michael Bertrand,Notre Dame,8,2,3.25,14,14,3,1,0,88.2,80,37,32,21,65,1,3,0.238
Jacob Pennington,Murray State,5,2,3.38,34,3,0,0,0,61.1,52,28,23,14,65,3,6,0.223
Dominic Robinson,Sam Houston,4,1,3.48,12,12,0,0,0,62,58,27,24,16,65,3,4,0.242
Easton Walker,BYU,2,6,3.49,15,13,0,0,0,69.2,71,42,27,19,65,1,8,0.252
Jesse Bergin,UCLA,6,4,4.18,16,16,0,0,0,79.2,85,50,37,23,65,4,5,0.273
Gabe Levy,Davidson,5,3,4.61,13,12,1,0,1,70.1,78,41,36,9,65,2,7,0.275
Anthony LoRicco,Army,4,2,5.14,11,11,0,0,0,56,63,39,32,22,65,3,12,0.276
Alex Cornwell,Southern California,5,6,5.35,15,15,0,0,0,79,95,58,47,21,65,9,5,0.299
Michael Paredes,San Diego State,4,0,5.59,14,11,0,0,0,77.1,82,52,48,18,65,4,6,0.271
Mason Gray,Utah Valley,3,7,5.7,14,14,1,0,0,71,83,53,45,32,65,6,6,0.295
Franco Aleman,Florida,2,4,5.74,23,9,0,0,4,69,75,52,44,21,65,4,7,0.274
William Fleming,Wake Forest,4,6,6.03,13,13,0,0,0,74.2,88,61,50,21,65,2,3,0.287
Trey Dombroski,Monmouth,5,1,2.73,9,8,1,1,0,52.2,55,20,16,8,64,1,4,0.27
Andrew Hoffmann,Illinois,3,0,2.87,11,11,0,0,0,62.2,49,23,20,15,64,5,3,0.209
Cole Parks,North Carolina A&T,5,2,3.96,11,10,2,0,0,63.2,59,33,28,28,64,1,1,0.249
Tyler OClair,UAB,5,4,4.04,13,13,1,1,0,78,71,46,35,28,64,6,4,0.239
Chance Hroch,Nebraska,5,3,4.15,14,14,1,0,0,78,82,38,36,19,64,5,11,0.268
Greg Duncan,Radford,6,3,4.39,13,13,1,0,0,78,95,49,38,26,64,12,9,0.305
Luke Gesell,UNC Wilmington,5,3,4.43,16,15,0,0,0,85.1,86,50,42,15,64,3,7,0.261
Chris Ludman,Delaware,3,5,4.62,11,11,3,1,0,78,77,46,40,18,64,6,7,0.254
Nathan Florence,Hartford,3,3,4.77,9,9,3,1,0,51,52,31,27,28,64,3,3,0.271
Caleb Franzen,Portland,3,3,4.8,18,5,0,0,1,60,61,35,32,11,64,3,6,0.264
Justin Kelly,Utah,1,10,7.12,15,13,0,0,1,78.1,112,69,62,30,64,11,3,0.345
Justin Miller,Purdue Fort Wayne,5,7,7.15,13,12,0,0,0,61.2,58,54,49,47,64,5,4,0.245
Jared Milch,Stony Brook,6,4,3.04,13,13,2,0,0,74,64,36,25,21,63,2,5,0.228
Trent Johnson,Purdue,4,5,4.5,13,11,0,0,0,66,74,41,33,24,63,11,2,0.276
Brad Lord,South Florida,3,5,4.77,17,11,0,0,1,62.1,68,38,33,18,63,3,6,0.269
Connor Langreder,Northern Illinois,4,4,5.89,14,11,1,1,0,55,48,40,36,38,63,13,8,0.238
Ben Gerl,Northern Kentucky,4,6,6.41,13,13,0,0,0,78.2,95,60,56,32,63,3,11,0.301
Dalton Rhadans,Wofford,6,0,2.59,24,0,0,0,7,59,50,19,17,20,62,1,7,0.228
Jack Noble,Long Beach State,3,2,2.79,12,10,0,0,0,48.1,38,17,15,24,62,3,4,0.215
Thomas Babalis,Binghamton,4,4,2.86,10,10,4,3,0,56.2,43,24,18,20,62,2,4,0.207
Austin Parsley,UNC Greensboro,8,2,3.3,20,2,0,0,1,60,60,32,22,8,62,1,3,0.261
Luke Rettig,Lehigh,3,4,3.59,13,9,0,0,1,62.2,55,29,25,26,62,7,11,0.241
Mason Meyer,Liberty,5,1,3.62,16,7,1,0,1,64.2,66,30,26,10,62,5,3,0.259
Russell Grant II,Santa Clara,1,6,3.69,15,13,0,0,0,53.2,36,27,22,28,62,6,14,0.188
Zach Keenan,Middle Tennessee,2,5,3.86,14,11,1,0,1,65.1,61,32,28,13,62,2,7,0.237
Andy Bean,Belmont,5,2,4.1,14,12,1,0,1,74.2,64,38,34,24,62,4,9,0.234
Easton Sikorski,Western Michigan,5,3,4.14,11,11,2,0,0,63,70,32,29,18,62,4,2,0.29
Chandler Murphy,Arizona,7,0,4.29,20,8,0,0,0,63,71,43,30,25,62,10,5,0.285
Joshua South,Belmont,4,6,4.69,14,14,1,1,0,78.2,85,54,41,22,62,3,8,0.275
Morgan White,Seattle,2,5,4.95,14,14,0,0,0,60,48,35,33,38,62,6,6,0.219
Bryce Konitzer,Oakland,3,2,5.37,13,8,0,0,1,67,76,50,40,24,62,7,8,0.288
Jake Spillane,UC Davis,4,8,5.4,15,15,0,0,0,83.1,97,56,50,25,62,3,1,0.286
Wade Strain,William & Mary,5,6,6.32,13,13,0,0,0,74,98,53,52,13,62,1,5,0.318
Parker Scott,Oklahoma State,8,1,2.54,12,10,0,0,0,60.1,55,20,17,16,61,3,8,0.24
Matt Amrhein,California Baptist,7,2,2.74,20,6,1,0,1,65.2,52,27,20,18,61,3,7,0.216
Blake Hely,Davidson,4,2,3.78,11,11,0,0,0,64.1,52,40,27,27,61,8,12,0.22
John Bakke,Morehead State,1,3,4.02,27,0,0,0,7,47,39,24,21,24,61,3,4,0.223
Mark Moyer,Central Arkansas,5,6,4.3,14,12,3,0,0,73.1,88,47,35,19,61,2,1,0.289
Brandon White,Washington State,6,4,4.98,13,13,0,0,0,68.2,71,46,38,39,61,6,5,0.267
Zach Jacobs,UC Riverside,1,6,5.18,13,13,1,0,0,80,105,58,46,16,61,8,10,0.311
Alex Pinedo,Tarleton,3,5,5.9,12,11,1,1,0,61,69,50,40,27,61,2,6,0.291
Jonathan Ellison,McNeese,5,3,2.99,15,14,0,0,0,75.1,58,30,25,37,60,4,2,0.215
Peyton Wigginton,Middle Tennessee,3,5,3.16,14,14,1,1,0,79.2,75,37,28,24,60,4,9,0.248
Kyle Backhus,Sam Houston,4,2,3.49,13,12,2,0,0,56.2,41,28,22,26,60,3,10,0.198
Zebby Matthews,Western Carolina,6,2,3.52,10,10,2,2,0,61.1,63,28,24,7,60,1,7,0.266
Brett Walker,Oregon,6,3,3.66,15,15,0,0,0,83.2,81,41,34,26,60,2,7,0.252
Riley Davis,UAB,4,5,3.74,13,13,3,1,0,79.1,83,41,33,24,60,6,9,0.268
Ty Fisher,Tennessee Tech,6,4,4.26,14,12,2,1,0,76,79,48,36,15,60,2,7,0.26
Garett Delano,Mercer,6,1,4.32,15,12,0,0,0,81.1,68,43,39,20,60,5,9,0.231
Chase Gearing,Nicholls,4,5,4.74,14,14,0,0,0,76,81,46,40,25,60,5,13,0.272
Kyle Luckham,Cal State Fullerton,2,9,5.25,15,14,0,0,0,82.1,86,53,48,25,60,4,20,0.27
Preston Snavely,Wichita State,4,7,5.45,14,14,0,0,0,67.2,79,47,41,25,60,5,5,0.287
Quinn Mathews,Stanford,5,2,6.08,18,14,0,0,0,66.2,63,51,45,33,60,5,8,0.248
Jake Bennett,Oklahoma,4,3,6.34,16,13,0,0,0,55.1,68,44,39,13,60,12,4,0.302
Jake Noviello,Fairfield,9,0,1.47,10,10,2,2,0,67.1,50,14,11,9,59,3,9,0.203
Carter Young,Grand Canyon,7,1,2.77,15,13,1,1,0,68.1,69,24,21,27,59,1,4,0.263
Marcus Johnson,Duke,5,3,3.05,30,0,0,0,7,56,40,22,19,12,59,2,4,0.196
Sam Bower,Saint Mary's,4,5,3.43,14,14,0,0,0,81.1,63,37,31,13,59,2,3,0.209
Alfredo Ruiz,Long Beach State,5,1,3.75,11,11,0,0,0,57.2,54,25,24,23,59,5,8,0.251
Joey Machado,Omaha,5,4,3.84,14,14,0,0,0,63.1,67,38,27,35,59,5,7,0.273
Pete Soporowski,Rider,6,3,3.86,11,10,5,3,0,60.2,59,32,26,16,59,2,6,0.248
John Byrnes,Air Force,5,4,3.86,14,14,0,0,0,67.2,61,39,29,27,59,9,9,0.247
Adam Bloebaum,Washington,2,5,4.15,18,10,0,0,2,60.2,59,31,28,16,59,5,7,0.253
Michael Lasiewicz,Northern Illinois,3,7,4.88,13,13,3,0,0,79.1,79,52,43,29,59,3,8,0.261
Blake Brogdon,Rice,3,5,5.07,13,10,1,1,0,71,89,46,40,21,59,8,6,0.317
Collin Romel,Kent State,3,7,5.32,15,12,2,0,1,71,78,54,42,30,59,2,8,0.276
Eli Davis,Kansas,6,6,5.56,14,14,2,1,0,66.1,65,46,41,45,59,5,5,0.261
Michael Garza,Incarnate Word,3,4,5.58,19,8,1,0,6,61.1,75,47,38,19,59,3,5,0.302
Jacob Edwards,UNC Asheville,4,6,5.64,19,14,1,0,0,67,82,49,42,25,59,7,10,0.312
Tyler Ras,Alabama,7,5,5.82,16,15,0,0,0,86.2,93,59,56,24,59,5,5,0.271
Mason Adams,Jacksonville,2,4,6.43,15,11,0,0,0,63,65,47,45,31,59,8,9,0.28
Ryan Cyr,Kansas,4,7,6.54,20,11,0,0,0,74.1,105,64,54,12,59,2,4,0.33
Ryan Watson,Georgia State,4,4,6.64,15,11,0,0,2,59.2,75,51,44,21,59,7,3,0.307
Payton Harris,Alabama State,2,1,1.29,20,0,0,0,3,42,18,12,6,17,58,2,3,0.133
Adam Smith,UNC Wilmington,6,1,2.5,19,7,0,0,3,61.1,57,29,17,26,58,3,8,0.246
Davis Feldman,Eastern Michigan,4,5,2.75,12,10,0,0,1,59,59,25,18,19,58,0,4,0.262
Jacob Key,Illinois-Chicago,7,3,2.82,13,13,5,1,0,89.1,69,29,28,26,58,3,6,0.213
Ryan Twitchell,Rhode Island,5,1,2.97,14,14,0,0,0,75.2,81,37,25,24,58,4,6,0.276
Logan Wiley,Missouri State,5,4,3.47,13,11,0,0,0,72.2,60,30,28,22,58,3,11,0.234
Brian Herrmann,Stony Brook,4,3,3.58,14,13,3,1,0,73,70,41,29,28,58,2,7,0.25
Luis Ramirez,Long Beach State,4,4,4.27,11,11,0,0,0,65.1,60,34,31,25,58,9,14,0.255
Tyler Stafflinger,New Jersey Tech,6,6,4.32,14,14,4,1,0,75,87,48,36,15,58,3,5,0.285
Brandon Fox,Central Connecticut,5,6,4.52,14,14,0,0,0,83.2,94,46,42,19,58,5,3,0.289
Ian McCole,Saint Joseph's,2,4,4.55,12,10,2,0,1,61.1,63,41,31,12,58,2,6,0.261
Brandon Mitchell,New Orleans,5,2,4.67,15,13,0,0,0,71.1,79,44,37,31,58,9,11,0.279
Ty Abraham,McNeese,4,3,4.69,15,12,0,0,0,63.1,63,37,33,36,58,9,6,0.265
Noah Richardson,Northern Kentucky,2,2,5.33,13,8,2,0,1,52.1,52,36,31,30,58,11,5,0.257
Josh Seils,Towson,3,6,5.72,15,15,1,0,0,83.1,102,74,53,41,58,9,7,0.311
Riley Gowens,Illinois,2,5,6.08,12,12,0,0,0,50.1,51,38,34,28,58,0,4,0.259
Cole Bates,Delaware State,2,5,6.82,13,11,0,0,0,64.2,96,67,49,18,58,5,5,0.334
Kyle Smith,Prairie View,4,3,2.55,9,9,3,1,0,70.2,63,26,20,15,57,3,8,0.246
Bradford Webb,VCU,3,1,3.16,17,14,0,0,0,57,56,23,20,13,57,0,8,0.251
Vito Morgese,Bryant,4,2,3.49,12,11,1,1,0,59.1,70,31,23,19,57,3,4,0.286
Cade Halemanu,Hawaii,5,2,3.6,13,12,0,0,1,70,66,34,28,20,57,5,7,0.244
Jonathan Cannon,Georgia,4,2,3.98,13,12,0,0,0,63.1,56,29,28,13,57,4,8,0.233
Hunter Cooley,Florida Atlantic,8,4,4.23,17,10,2,1,0,76.2,81,40,36,18,57,5,8,0.273
Bradley Spooner,UNLV,6,3,4.24,11,10,2,0,0,57.1,67,34,27,17,57,1,3,0.288
Bobby Alcock,Gardner-Webb,2,1,4.83,15,11,0,0,0,54,48,33,29,29,57,8,8,0.239
Noah Matheny,SIU Edwardsville,5,4,5.23,15,10,0,0,0,72.1,90,51,42,24,57,6,4,0.302
Luke Torbert,Kennesaw State,5,5,5.56,12,12,1,0,0,66.1,79,47,41,20,57,4,5,0.298
Spencer Chirpich,Abilene Christian,6,5,5.7,15,14,1,0,0,71,98,58,45,17,57,5,6,0.321
Bryce Grossius,Southeast Missouri State,4,3,6.13,18,8,0,0,0,54.1,68,39,37,14,57,10,2,0.315
Mitchell Holcomb,Rice,6,5,6.53,14,13,2,0,0,62,82,47,45,17,57,6,7,0.32
Cade Feeney,North Dakota State,8,1,3.23,13,13,1,1,0,69.2,64,25,25,18,56,3,5,0.246
Frank Doelling,Rider,5,3,3.3,10,10,4,1,0,57.1,46,25,21,29,56,4,6,0.216
Jimmy Winston,Baylor,6,4,3.66,19,1,0,0,0,51.2,40,25,21,21,56,4,3,0.208
Ben Wereski,Rutgers,6,2,3.67,13,13,1,0,0,76,64,34,31,11,56,3,11,0.226
Trey Ziegenbein,Missouri State,8,2,3.77,29,0,0,0,0,57.1,53,30,24,22,56,4,3,0.25
Osvaldo Mendez,Alabama State,2,3,3.97,15,7,0,0,0,45.1,37,26,20,28,56,0,2,0.226
Ryan Kennedy,Kennesaw State,8,2,4.16,14,13,1,1,0,71.1,77,34,33,16,56,7,3,0.276
Cam Baumann,Iowa,5,5,4.19,13,12,0,0,0,68.2,71,36,32,14,56,7,4,0.264
Zeke Wood,Texas State,3,5,4.45,14,14,0,0,0,62.2,64,36,31,35,56,4,11,0.263
Bryce Hackett,Tarleton,2,5,5.69,13,13,0,0,0,68,84,55,43,27,56,8,5,0.299
Nathan Light,VMI,3,10,6.72,16,15,1,0,0,77.2,86,67,58,42,56,13,13,0.284
Jose Figueroa,Alabama A&M,4,4,7.17,10,8,1,0,0,42.2,61,45,34,26,56,10,3,0.33
Jose Fernandez,Alcorn State,1,7,2.35,10,9,2,0,1,61.1,50,30,16,21,55,5,8,0.223
Tyler Arella,Villanova,3,4,3.43,12,10,0,0,0,63,57,27,24,24,55,0,3,0.242
Tony Roca,North Florida,3,2,4.52,14,12,0,0,0,63.2,58,38,32,37,55,8,3,0.241
Rorik Maltrud,New Mexico State,3,4,4.55,15,10,0,0,0,57.1,54,33,29,23,55,2,4,0.251
Danny Madden,Towson,1,3,4.58,13,13,0,0,0,59,62,34,30,39,55,13,3,0.266
Dylan Hathcock,Jacksonville State,3,5,4.62,17,10,0,0,0,60.1,75,34,31,10,55,2,2,0.313
Luke Helton,Morehead State,3,2,4.75,12,12,0,0,0,55,64,31,29,19,55,4,4,0.284
Cam Barlow,UL Monroe,7,5,5.16,13,13,0,0,0,59.1,63,37,34,25,55,8,7,0.27
Ben Olson,Dayton,3,7,5.21,15,12,1,0,0,55.1,62,38,32,28,55,5,7,0.277
Alejandro Rosario,Miami,6,4,5.21,15,11,0,0,0,65.2,75,44,38,28,55,7,2,0.283
Andrew Melnyk,Longwood,2,4,5.84,14,14,0,0,0,74,94,56,48,23,55,8,5,0.308
Tyler Naumann,Jacksonville,1,1,6.06,21,3,0,0,0,52,61,40,35,35,55,5,4,0.288
Chase Best,North Alabama,1,11,7.1,13,12,0,0,0,58.1,87,64,46,21,55,6,3,0.341
Aaron Barkley,Little Rock,6,5,2.39,25,0,0,0,7,60.1,48,22,16,12,54,3,7,0.22
Ethan Bosacker,Xavier,4,3,3.34,12,10,0,0,0,62,52,24,23,24,54,6,11,0.23
Dan Klepchick,Monmouth,4,4,3.35,9,9,2,1,0,45.2,38,20,17,10,54,2,1,0.222
Colin Casey,Jacksonville State,6,5,3.63,14,13,0,0,0,62,56,31,25,33,54,8,2,0.237
Anthony Germinerio,Albany,3,5,3.97,11,10,1,0,0,59,57,32,26,17,54,8,8,0.253
Drew McIllwain,Austin Peay,2,3,4.05,16,9,0,0,0,60,51,33,27,26,54,11,2,0.229
Cody Carlson,South Dakota State,2,5,4.27,12,12,0,0,0,65.1,76,40,31,25,54,2,11,0.297
Jack Myers,Butler,4,5,4.39,11,11,2,1,0,65.2,68,39,32,18,54,6,16,0.263
Brock Myers,Tennessee Tech,4,4,5.16,22,1,0,0,0,52.1,44,34,30,26,54,6,7,0.23
Jacob Myer,Purdue Fort Wayne,3,7,5.84,12,12,3,1,0,69.1,80,58,45,22,54,10,10,0.281
Mason Pelio,Boston College,3,8,6.65,14,14,0,0,0,65,72,50,48,45,54,10,9,0.289
Lathan Todd,The Citadel,2,8,7.38,17,10,0,0,0,64.2,87,61,53,24,54,5,4,0.32
Brian Williams,Texas Southern,2,6,8.22,17,10,0,0,0,65.2,83,66,60,42,54,10,17,0.307
Ryan Fischer,New Jersey Tech,5,3,2.65,14,14,0,0,0,81.2,72,30,24,15,53,5,17,0.235
Evan Kowalski,Oral Roberts,7,2,3.18,14,7,0,0,0,56.2,49,25,20,20,53,6,10,0.233
Alec Huertas,Long Island,2,4,3.75,10,10,1,1,0,57.2,58,36,24,20,53,4,8,0.261
Charles King,TCU,5,3,3.9,17,5,0,0,0,60,62,31,26,11,53,1,7,0.266
Connor Campbell,College of Charleston,6,4,4.07,17,8,1,0,0,66.1,85,37,30,20,53,6,9,0.332
Ryan Taurek,Saint Mary's,3,3,4.55,16,9,0,0,0,61.1,58,32,31,21,53,10,13,0.256
Brooks Gosswein,Bradley,4,2,5.13,12,11,0,0,0,52.2,52,37,30,21,53,4,9,0.252
Brandon Weed,UC San Diego,4,2,5.16,13,13,0,0,0,66.1,76,39,38,23,53,12,7,0.291
Bailey Dees,Penn State,4,4,5.59,13,13,0,0,0,66,81,47,41,20,53,5,12,0.305
Gus Carter,Florida Gulf Coast,0,3,5.6,16,9,0,0,0,53,72,38,33,26,53,8,4,0.326
Tyler Davis,Sam Houston,6,5,5.75,14,13,2,0,0,76.2,92,54,49,15,53,7,18,0.307
Andrew Abrahamowicz,Bowling Green,4,4,5.78,14,12,4,2,0,71.2,76,52,46,32,53,3,9,0.278
Nick Janowicz,Towson,3,3,5.94,15,15,0,0,0,66.2,71,45,44,33,53,8,4,0.277
Garrett Crowley,Fordham,3,4,5.98,12,10,1,0,0,43.2,39,40,29,32,53,8,12,0.235
Ryan OReilly,Illinois-Chicago,4,5,6.09,13,13,1,0,0,68,72,49,46,30,53,11,4,0.27
Connor Schultz,Butler,2,5,6.22,9,9,1,0,0,46.1,58,35,32,11,53,2,3,0.296
Ricky Tibbett,San Diego State,4,2,6.62,16,7,0,0,0,50.1,72,39,37,10,53,5,6,0.341
Alex Fenton,Davidson,2,8,7.35,12,12,1,0,0,63.2,93,57,52,20,53,3,9,0.342
Jesse Schmit,Utah Valley,1,9,8.55,14,14,0,0,0,60,88,64,57,30,53,2,7,0.341
Mario Lopez,Jackson State,7,0,3.19,15,8,2,1,0,62,66,31,22,7,52,3,9,0.266
Blake Sodersten,Cal State Northridge,3,2,4.02,11,10,2,0,0,62.2,52,28,28,29,52,7,12,0.228
Matt Sparling,Florida Atlantic,2,5,4.43,13,12,0,0,0,63,68,43,31,22,52,6,5,0.271
Sean Sinisko,Illinois State,5,5,4.44,13,13,2,0,0,71,79,44,35,21,52,5,3,0.281
Jaycob Deese,Houston,2,7,4.46,16,7,0,0,1,66.2,78,39,33,22,52,6,1,0.293
Ryan Bywaters,Radford,2,5,4.88,13,13,0,0,0,62.2,58,38,34,35,52,12,6,0.245
Hayden Pearce,Pacific,4,8,4.9,14,14,0,0,0,79,105,52,43,20,52,2,6,0.321
Cregg Scherrer,Albany,4,4,4.92,13,12,2,0,0,64,65,54,35,40,52,9,8,0.262
Daniel Padysak,Charleston Southern,4,5,5.17,12,12,0,0,0,62.2,71,42,36,21,52,3,7,0.285
Austin Koehn,UNC Greensboro,4,3,5.24,15,15,0,0,0,68.2,82,50,40,20,52,6,4,0.289
Jason Savacool,Maryland,7,3,5.97,14,14,2,0,0,75.1,82,53,50,26,52,7,11,0.277
Jace Kaminska,Wichita State,8,1,2.32,12,10,2,0,0,62,51,18,16,19,51,4,11,0.225
Joshua Becker,UMass Lowell,5,4,3.52,11,11,2,0,0,64,53,34,25,20,51,4,9,0.219
Trent Seibert,Middle Tennessee,2,2,3.77,14,11,1,1,1,59.2,58,28,25,15,51,4,9,0.251
Ray Bartoli,Army,3,2,3.79,13,7,1,0,2,59.1,53,27,25,18,51,5,5,0.236
Tyler Lehrmann,South Alabama,3,4,4.33,15,8,0,0,1,62.1,52,32,30,31,51,7,6,0.231
Jacob Denner,Michigan,4,4,4.36,13,9,0,0,0,51.2,57,30,25,17,51,3,5,0.274
